username,qz_mean,mt_online_num_day,watched_time_weekday,video_avg_count,hw_mean,indicator,final_score
Y1050182,1.77760277075,-1.73674847546,-0.638437320034,-0.615134447901,0.195808196388,1.0,90.0
Y1050183,-2.29316423209,-0.547214030923,-0.129515790451,-0.461721118881,-0.0676195807187,0.0,10.0
Y1050184,-1.83253249025,-0.757567032065,-0.413444514354,-0.394054893469,0.10314263916,0.0,10.0
Y1050185,2.78797022913,-2.48266829323,-0.09711778735,0.314272895519,-0.512901574163,1.0,99.0
Y1050186,1.87447598727,-1.42930626152,-1.04609389956,-0.766297149051,-0.498066910272,1.0,85.0
Y1050187,-1.50747007478,-0.150740867016,-0.462405422132,-0.376188311559,0.293292256661,0.0,20.0
Y1050188,1.1371782642,-0.374819664066,0.621678966237,0.436703820204,0.119145056918,0.0,45.0
Y1050189,3.40535344687,0.364948588148,-0.106654364204,0.131808231114,-0.949782976737,1.0,91.0
Y1050190,3.00521140706,0.235365822584,-0.446673482088,-1.41745957762,-0.539553902932,1.0,90.0
Y1050191,1.05639995163,2.34516595845,0.721827528112,-1.33113138727,0.0749498391832,0.0,40.0
Y1050192,3.78046511156,-3.07179390115,2.58250367339,0.164604805614,0.774638245997,1.0,70.0
Y1050193,-1.30983630016,-0.0784355309285,-0.14610454433,0.0383903746266,0.110920174987,0.0,20.0
Y1050194,0.431375131884,1.50647854866,0.727913013578,0.239995672329,-0.64589361171,0.0,20.0
Y1050195,0.342360913143,0.415032476178,-0.315949028524,-0.920592615656,0.516284252331,0.0,40.0
Y1050196,-1.53823092826,0.174634090176,0.268315069108,0.379314837939,-0.439826235742,0.0,10.0
Y1050197,2.77245385515,-0.216518076123,0.339937272131,-1.73556872331,0.361827187426,1.0,80.0
Y1050198,-0.702250535233,0.489339377702,-0.278057567357,0.407260425,0.10402763248,0.0,20.0
Y1050199,0.471045351686,-1.52468848411,0.360174163164,-0.72583803546,0.0712744904646,0.0,30.0
Y1050200,0.593524292336,0.904957914722,0.881300126867,-1.22864287402,-0.0446385143442,0.0,30.0
Y1050201,1.6685188943,-1.1551168273,-0.300915766397,-0.812264137511,-0.271227178041,1.0,68.0
Y1050202,1.61394838216,-1.06902912829,-1.11060336766,-0.826584164109,-0.517501895154,1.0,75.0
Y1050203,-1.70558534865,-0.0826621770305,-0.00299495380667,0.0902268938079,-0.195081775463,0.0,10.0
Y1050204,1.5247092996,-0.574475100086,-1.42909595536,-0.40967259262,-0.566549337278,1.0,90.0
Y1050205,1.91016085876,-0.596869148321,-1.17870828352,0.163926825312,-0.949440291914,1.0,88.0
Y1050206,0.507872585754,-0.213532341595,-1.32592433857,0.364456324476,0.159449430555,1.0,70.0
Y1050207,2.8864912679,4.03137480003,0.650898689651,-1.62758433013,0.468326460051,0.0,40.0
Y1050208,2.28298331335,0.233746424407,0.0167144551835,0.261235703514,-1.18873981673,1.0,70.0
Y1050209,1.76100295335,-1.57055528552,-0.972152894922,0.109713978517,-0.77533555164,1.0,85.0
Y1050210,-1.12755177179,0.210805044873,-0.180268636557,0.492769236299,-0.0598415265375,0.0,20.0
Y1050211,1.75790406192,1.3893717189,1.87916152563,-0.492333951338,-0.346092312105,0.0,40.0
Y1050212,-1.09105708912,0.59615484907,0.293591796257,-0.174384317098,-0.256104264038,0.0,20.0
Y1050213,-2.33863489548,-0.54772539939,-0.0751518232602,-0.480474187639,-0.1117946795,0.0,10.0
Y1050214,-0.867242195815,0.22904734642,0.209312469827,-0.161583445887,0.0209800433027,0.0,20.0
Y1050215,-0.804549338339,0.487137166302,-0.15716473854,0.366934170039,0.00527666762432,0.0,20.0
Y1050216,-1.70866934568,0.1282468081,0.369627718056,0.163593970583,-0.494111796272,0.0,10.0
Y1050217,-2.32114617879,-0.54752871921,-0.0960610414104,-0.473261468886,-0.0948042568919,0.0,10.0
Y1050218,-1.94067088068,-0.136086969866,0.167125218124,-0.140972134467,-0.308373855226,0.0,10.0
Y1050219,-0.658370630396,-0.082035849089,-0.33661580252,0.392600584355,-0.191730511667,0.0,20.0
Y1050220,-0.873643089745,0.521982713188,-0.197375396206,-0.62165663337,0.254817277373,0.0,30.0
Y1050221,1.50775286978,-1.55329228204,-0.76266751797,0.608369777358,-0.481500737303,1.0,80.0
Y1050222,-0.140368676963,0.651103145339,-0.570154942238,1.26047042018,0.218219797292,0.0,50.0
Y1050223,-0.331590562061,0.925603022763,0.42858524073,0.389216146587,-0.311056282675,0.0,20.0
Y1050224,0.65586958862,0.0168338797673,-1.38512167464,-0.0163184344048,0.46321056904,1.0,68.0
Y1050225,1.804372117,-1.63202844692,-0.28214803705,-0.269510174492,-0.268399845199,1.0,75.0
Y1050226,-0.244759803635,0.458699835979,-0.608087499478,0.248552044761,0.608733448762,0.0,40.0
Y1050227,-0.988974459927,0.440407120155,0.353696497711,0.407690020896,-0.277357978268,0.0,10.0
Y1050228,0.916668255626,-0.625395377659,-1.0058356351,-0.90003783447,-0.308189436556,1.0,66.0
Y1050229,3.19508532384,-1.26046165293,-0.630030534477,0.350133444906,-0.902728847972,1.0,99.0
Y1050230,-2.40858976223,-0.548512120109,0.00848504934079,-0.509325062652,-0.179756369933,0.0,0.0
Y1050231,-1.32532305749,-0.458333427758,0.748597193669,0.0385266363314,-0.107287203587,0.0,10.0
Y1050232,-0.852321316912,0.868086916929,0.370125510504,-0.553095132927,-0.186246327213,0.0,10.0
Y1050233,-1.24171817115,0.567412216099,0.480034140645,0.0356567078336,-0.470717976096,0.0,10.0
Y1050234,-1.39679360677,-1.15519709223,1.00115663076,-0.176347950201,0.312587621116,0.0,10.0
Y1050235,-1.10808133034,0.172632400017,0.761580073421,0.168395464193,-0.313570235338,0.0,10.0
Y1050236,-0.477939303417,-2.25453326332,1.75947228232,-0.0430478506114,1.02159948183,0.0,20.0
Y1050237,-2.15045704743,-0.273366998381,0.193884695669,-0.212621376918,-0.346438751097,0.0,0.0
Y1050238,1.80666500811,-2.43666527296,1.37131147406,0.829218119938,1.830013987,0.0,40.0
Y1050239,-1.95289738443,-0.393371858828,0.123712898046,-0.12997751951,-0.159538759634,0.0,10.0
Y1050240,-0.669012140784,-0.360318561453,1.47861570476,0.0317144318267,-0.0102699927146,0.0,10.0
Y1050241,0.831394189955,1.57493466565,0.90404249043,-1.20875325285,0.194336160734,0.0,20.0
Y1050242,-0.524056868273,0.762668935088,0.138698577054,-0.410908636967,0.152526609874,0.0,20.0
Y1050243,-1.17399754678,0.437757189489,0.223743038763,0.294715607428,-0.326421452212,0.0,10.0
Y1050244,-1.13983527531,0.522281137779,0.296012391438,0.159689065365,-0.343881199235,0.0,10.0
Y1050245,-1.35498352225,0.343168068896,0.315702339654,0.384100509922,-0.446537195873,0.0,10.0
Y1050246,0.0916923808955,-1.99654794548,1.19213419719,0.0434553277935,0.0800888100192,0.0,30.0
Y1050247,-0.0975330888867,-0.595067936525,-0.187619459317,0.297829398836,-0.756363124909,0.0,30.0
Y1050248,-0.186972837212,-0.519684410173,0.232629492631,0.475699786151,0.00613358639817,0.0,30.0
Y1050249,0.562580606631,-1.50184979212,1.63192009305,0.591634343075,1.27599730903,0.0,30.0
Y1050250,-0.520568831061,-1.97871883758,2.49321480364,0.0947290230352,0.694801887643,0.0,10.0
Y1050251,-1.83009859827,0.0782037011306,0.406690166734,-0.0244586852861,-0.498252143888,0.0,0.0
Y1050252,-1.31398879648,0.444596806845,0.402425562863,0.222068659446,-0.467488892302,0.0,10.0
Y1050253,-1.0370737666,0.354550508736,0.301637351289,-0.0249633791612,-0.234828221366,0.0,10.0
Y1050254,0.592606837943,-1.6086557395,2.05377059741,0.231850024042,0.897600633041,0.0,20.0
Y1050255,0.823652050918,-0.618637103382,-0.226828163808,0.427572593353,0.131536630137,0.0,40.0
Y1050256,-0.540351122804,-0.511533209765,-0.154531687142,0.320554775833,0.5205195861,0.0,30.0
Y1050257,0.120573766041,0.531032877387,-0.842618628986,0.415903361964,0.739697928114,0.0,40.0
Y1050258,-1.03926674604,0.441271406347,0.486172782282,0.0157555287638,-0.406491329621,0.0,10.0
Y1050259,3.96816491163,-0.632397020901,1.21698562443,0.625509742265,0.131431355651,1.0,80.0
Y1050260,1.91764185288,2.90050532442,0.47431059501,0.854666370729,-0.136849352565,0.0,50.0
Y1050261,0.74776232221,-1.68180101448,-1.37255581743,-0.0509009226268,-0.244965323093,1.0,82.0
Y1050262,0.879753694082,0.475903321069,-0.864921915443,1.48081425059,0.372404661575,0.0,50.0
Y1050263,-0.325166216142,0.577743382615,-0.914486050062,-1.15606526268,1.01139595998,0.0,40.0
Y1050264,0.83626881427,1.02834258626,-0.64002473205,1.28369339892,0.401248994926,0.0,40.0
Y1050265,0.029203899396,1.21453616064,0.0673473876357,0.783728950889,-0.124109103598,0.0,20.0
Y1050266,1.21829284196,1.02034146185,-0.416118553075,0.70681115247,0.592347436565,0.0,40.0
Y1050267,-0.370782397183,-0.449688865166,-0.883695455981,-0.117204581233,0.373696744473,0.0,30.0
Y1050268,-0.371853406109,0.0783897223839,-1.40123697776,0.38144615793,1.0127314265,1.0,60.0
Y1050269,-2.23370259534,-0.546545318312,-0.200607132162,-0.43719787512,-0.00985214385056,0.0,10.0
Y1050270,1.4778848759,-1.13829179316,0.594871999971,0.825484655796,-0.356961642486,0.0,40.0
Y1050271,-2.40858976223,-0.548512120109,0.00848504934079,-0.509325062652,-0.179756369933,0.0,0.0
Y1050272,-2.40858976223,-0.548512120109,0.00848504934079,-0.509325062652,-0.179756369933,0.0,0.0
Y1050273,-0.191082902927,-1.34263833385,-0.594813325791,-0.223754702717,-0.586650883622,0.0,40.0
Y9999986,1.09222970769,1.43979306973,0.0127299782482,0.34862847572,0.210609051845,0.0,58.0
Y9999987,-1.73352529805,-0.540920265173,-0.798610771258,-0.23091411878,0.476073942746,0.0,27.0
Y9999988,0.464148659603,1.67346162523,0.413775632451,1.50389742225,-0.482030215527,0.0,33.0
Y9999989,0.218252524872,0.838033324858,-0.667685375144,1.53271767773,0.287472041131,0.0,59.0
Y9999990,0.356674363176,0.827920772655,-1.10492854493,0.265041524201,0.936137898107,1.0,63.0
Y9999991,0.466082133634,1.36189264931,-0.348837024288,0.262981528751,0.383630995008,0.0,36.0
Y9999992,0.202517894211,1.30156988778,0.0598730733468,1.15289867997,-0.176005172058,0.0,38.0
Y9999993,1.76288447249,2.60233096827,0.0991025954523,-1.33702133037,0.775225497033,0.0,49.0
Y9999994,-1.13985501061,0.216977162842,-0.157075599679,0.476511434704,-0.0755928667813,0.0,20.0
Y9999995,1.31076125782,1.99338489123,-0.0104242681322,2.19991485201,-0.184497891404,0.0,57.0
Y9999996,-1.04796760385,-0.53321040213,-1.61825212275,0.0518244563436,1.14209850899,0.0,54.0
Y9999997,-0.14648757638,0.317547180733,-1.22454637573,0.727761767529,0.835657029244,0.0,58.0
Y9999998,0.641978331843,1.6874048321,-0.0815161416115,-0.0136140673595,0.275234121823,0.0,49.0
Y9999999,1.57045436187,2.06396140411,-0.784754106947,-0.728015575742,1.12592424437,1.0,73.0
