username,video_backward_seek_avg,problem_num_days,watched_time_weekday,qz_mean,indicator,predict_score,real_score
Y1050160,-1.19821867763,-0.00237140176281,-0.133216784728,-0.106485397699,0.0,20.8827429081,30.0
Y1050161,-0.954374847997,-0.175633839854,-0.241502787351,-0.434243601645,0.0,28.8039529906,40.0
Y1050162,0.894047556451,0.42485522336,-0.907854158458,0.298046739762,0.0,35.9948365897,30.0
Y1050163,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050164,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050165,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050166,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050167,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050168,-1.31665710916,0.0817846395959,-0.0806207263112,0.0527114442176,0.0,17.0352980108,10.0
Y1050169,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050170,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050171,0.87207295752,-0.558754282117,0.828679372332,1.86475538048,0.0,18.4471095785,10.0
Y1050172,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050173,1.26231129267,-1.32033156805,-0.29376794401,-0.708854563058,1.0,83.193838237,70.0
Y1050174,1.13277572879,-1.69103866632,-1.29165503091,0.156910547869,1.0,75.3112762334,80.0
Y1050175,0.373413763228,-0.492427088877,0.0951228439726,-0.0994386756516,0.0,39.3271525335,30.0
Y1050176,2.1416229538,-1.79581098985,-0.811047310334,0.913189105662,1.0,75.6507358496,90.0
Y1050177,-0.00998783813942,0.473548332324,1.25800061549,0.520978699478,0.0,19.1750279329,20.0
Y1050178,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050179,2.33222696032,-1.4735699261,-0.943548815249,0.20095059874,1.0,84.8691048681,95.0
Y1050180,-0.299228557429,0.0335442821622,0.976701922524,-0.314389293518,0.0,30.1106403413,40.0
Y1050181,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050182,1.99855249437,-0.744896551718,-0.822979384379,-0.472326726115,1.0,85.2197523429,90.0
Y1050183,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050184,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050185,1.20442137931,-0.459189805562,-0.37415296682,-0.907787089874,1.0,79.947890489,99.0
Y1050186,2.59582923474,0.643168145994,-0.301131310312,0.0661269863231,1.0,74.7874941989,85.0
Y1050187,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050188,1.11350343923,0.147738448083,2.83991453988,0.133453395493,0.0,34.2144209545,45.0
Y1050189,2.60415943737,0.736687345279,0.269779208273,-1.03870029886,1.0,87.0690397239,91.0
Y1050190,3.26971592915,1.1337978268,-0.756202187109,-0.359938971871,1.0,84.9272223394,90.0
Y1050191,1.44157289416,1.11491706838,-0.78524028652,0.318282378697,0.0,36.768226879,40.0
Y1050192,2.90024214266,0.382939754336,1.18832364943,0.301811694059,1.0,73.4114611081,70.0
Y1050193,-1.16338384482,-0.027123178633,-0.148686213674,-0.153307998263,0.0,22.0143443484,20.0
Y1050194,2.31723806969,4.79939777817,-0.736492889942,0.351753052678,0.0,22.2942237669,20.0
Y1050195,0.545517363831,-0.64017448683,-0.0029123132914,0.339150036853,0.0,36.6521499858,40.0
Y1050196,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050197,3.75495788632,2.69436863724,-1.81711092358,-0.291518495087,1.0,81.5267472703,80.0
Y1050198,-0.884705182388,-0.225137393595,-0.272441645243,-0.527888802773,0.0,31.0671558713,20.0
Y1050199,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050200,1.02158678288,0.000996501679543,0.141752233099,1.08863139125,0.0,27.7380290468,30.0
Y1050201,1.00952999634,-0.0393184389467,0.206361539039,-0.284385610691,1.0,66.273550972,68.0
Y1050202,0.944204072265,-1.01294842818,-0.165578215372,-0.24101982062,1.0,71.874074058,75.0
Y1050203,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050204,1.711651367,-0.937090589453,-0.0670269198125,-0.742994874831,1.0,85.3425080857,90.0
Y1050205,3.03940185178,1.18322870135,-1.73965214927,0.131235278184,1.0,78.1205297138,88.0
Y1050206,2.63184993093,-1.5940207113,-0.577969726602,0.748678465172,1.0,80.9749141808,70.0
Y1050207,0.763822789582,0.412300496143,0.835842364616,-0.277355312383,0.0,38.3897324615,40.0
Y1050208,3.5560126804,-1.6227862972,-0.0623003039138,1.62661962947,1.0,78.3714802007,70.0
Y1050209,3.18534290662,-2.50718018874,-0.817307871472,1.79500649667,1.0,79.5336368488,85.0
Y1050210,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050211,-0.23859094127,-0.240915663706,0.422068434865,-0.0500681000845,0.0,30.2431245248,40.0
Y1050212,-0.942422186483,-0.190604122378,-0.271469083131,0.229002298819,0.0,20.6963885816,20.0
Y1050213,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050214,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050215,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050216,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050217,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050218,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050219,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050220,-0.131888522039,0.683428080494,0.778829881406,-0.15888988883,0.0,26.2277600671,30.0
Y1050221,3.15423833965,-0.18278787388,1.67663972722,-0.00803265348917,1.0,82.3998777241,80.0
Y1050222,2.67661618453,-0.0220314923378,0.839063729066,0.101172172723,0.0,55.7284662562,50.0
Y1050223,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050224,2.29146551523,-0.370323656294,2.23984713261,-0.609543773748,1.0,81.2258421139,68.0
Y1050225,2.81412678713,0.981599620654,-0.477395074824,0.0169307223526,1.0,75.8963470022,75.0
Y1050226,0.905833412151,0.373425688852,1.27630214615,0.467173755496,0.0,29.7442176293,40.0
Y1050227,-1.35149194197,0.106536416466,-0.0651512973652,0.0995340447814,0.0,15.9036965704,10.0
Y1050228,3.17604091956,1.06034184086,0.386285917225,0.141082456775,1.0,75.7165602438,66.0
