username,video_backward_seek_avg,qz_mean,incomplete_rate,watched_time_hour,watched_time_weekday,mt_online_num_day,video_avg_count,mt_practice_sum,video_stop_backward_seek_sum,indicator,predict_score,real_score
Y1050176,2.71111045756,3.49888762828,-1.21148675334,0.530383667068,-0.627929453943,-0.871289679915,-0.225924896828,1.6769150434,-1.38719798827,1.0,90.3094763312,90.0
Y1050177,1.08225550401,-1.35865260179,0.425955109581,1.04573355,0.199002813555,0.0277731321882,0.390386775669,-0.0768062150234,-0.0435614555544,0.0,20.1551968548,20.0
Y1050178,-1.42681306014,-0.13336280838,0.0032129424861,-0.157341685755,-0.409925738799,0.348990045112,0.0327080670392,-0.191333681084,-0.0657380207077,0.0,18.9393875387,20.0
Y1050179,3.09961187171,1.785287602,0.928378868963,-1.22304582138,1.03648980544,-1.28176324676,0.810156569783,0.359480472002,0.485739756717,1.0,90.307874501,95.0
Y1050180,-1.73270953384,0.362082918275,0.226646134754,-0.57134251737,-0.111488977999,-0.0863937393029,-0.66502863046,-0.101878020645,0.0688997520058,0.0,32.9692599798,40.0
Y1050181,-2.23889054079,0.564482572806,0.628324260558,-0.241933538572,-0.0275423950497,-0.204176974718,-0.466287032012,0.184095674056,0.0700705246115,0.0,22.7649228124,20.0
Y1050182,2.88787986475,1.32187626686,0.807373236967,-0.722409420276,1.60282237419,-0.635524465837,0.39805553739,-0.041822896234,0.910573993263,1.0,83.7660780573,90.0
Y1050183,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,10.0
Y1050184,-2.49795381759,0.48022109737,0.687402847366,0.184139947905,-0.0204374751225,-0.0319780532791,-0.0430640149524,0.220453987896,-0.0124030119635,0.0,9.45297330777,10.0
Y1050185,2.90773532554,3.76536426913,-0.10584628344,-0.408209258902,-0.434277168832,0.0891164743263,0.262341879944,-0.467434574735,-0.792835124089,1.0,92.8750038826,99.0
Y1050186,2.11404022429,0.879409260566,-0.172977367297,0.953013441822,0.00171017075978,-0.92761808892,-1.2244645336,-0.154199869951,-0.0575264029345,1.0,80.8426073145,85.0
Y1050187,-2.38923976393,0.515580823669,0.662610940402,0.00534125268707,-0.0234190040205,-0.104240100669,-0.22066653104,0.205196481195,0.0222064185635,0.0,15.039237832,20.0
Y1050188,1.41290472857,-1.91391700215,-2.80538341575,-0.183313636653,1.54757950202,-0.187837615084,0.602096958901,0.590090638581,0.0640869457051,0.0,39.0874443777,45.0
Y1050189,3.83505816487,-0.00117224687924,-0.340421350013,-0.504037497658,-1.41557975485,-0.160711762013,0.0778906750812,-0.114076698999,0.0414345005781,1.0,86.5021007998,91.0
Y1050190,4.4364096337,-0.0276390531733,1.21915970394,0.999270401128,-0.155925118035,-0.631748554466,-0.779371229623,0.182546253932,-0.503219568162,1.0,86.2977936425,90.0
Y1050191,2.02047533934,-2.48233018403,-1.69480343115,1.00127318066,0.961941213722,2.02413232693,-1.11954157563,0.232893325212,-0.164504052726,0.0,36.5696517495,40.0
Y1050192,4.89125999425,5.58743117624,-1.98749227852,2.13147435408,-1.36853036024,1.14097805533,0.766129086638,0.133226434819,0.481445882841,1.0,84.2215121197,70.0
Y1050193,-1.6460704992,-0.0735375035538,-0.0391136124893,0.153632969155,0.119189140306,0.0720277172105,0.0453565854101,0.0274865680282,-0.0375430034374,0.0,15.4434078986,20.0
Y1050194,2.7055607589,-2.96127729109,-0.617840182861,2.72955018612,-0.340893222115,-1.52748324471,0.162781304667,-0.601892431161,0.113550772442,0.0,24.1657713261,20.0
Y1050195,0.757251616823,-0.339068716311,0.789407287987,-0.0579068156877,-0.484777016671,-0.863084223925,0.202128512392,1.05634105746,0.357219868794,0.0,36.7505750365,40.0
Y1050196,-1.75111858257,-0.101443306617,-0.256122392699,0.25765240471,0.439082192997,-0.0107950795512,0.362020056606,0.244650136079,-0.0415997067994,0.0,10.2485859481,10.0
Y1050197,7.00848996836,-0.372711763965,5.89186714421,0.0438334520673,1.71650551041,2.12974266099,0.160410250493,0.719297596145,0.291202220862,1.0,80.0814711828,80.0
Y1050198,0.522428047099,-1.08126020674,0.0721221798588,1.01836762974,0.568555310556,-1.55626497641,0.134326135343,0.0720629074614,0.172991690272,0.0,28.9644552339,20.0
Y1050199,-0.090044896412,2.16038192396,-0.226092441981,1.08865419796,-0.042935130854,0.135932207572,-0.0678833982525,0.669572053155,0.145698322604,0.0,30.9408467307,30.0
Y1050200,1.7363380821,-2.2259284726,0.0416215203006,2.1448814728,0.197475625049,-0.975466985831,-0.468171972457,0.51473186271,0.16790894022,0.0,26.2540277083,30.0
Y1050201,2.29466507322,1.30159689625,-0.31612399409,0.442488740732,-0.244043315745,-0.646140437972,0.246490827246,1.44154605945,-0.236140259493,1.0,67.7508554931,68.0
Y1050202,1.37112337899,0.645351899887,0.762722315839,-1.35981022511,-0.203124581869,-0.860603781339,0.840393386549,0.987246224655,0.241848651282,1.0,66.4321193953,75.0
Y1050203,-2.12297910851,0.0313669924706,-0.14449833341,0.421518495613,0.593562947618,0.270166081743,0.0674264685219,0.0623571174255,-0.105900200794,0.0,8.11268718889,10.0
Y1050204,1.53768313018,0.398542843365,1.49735110143,-1.43837644386,1.79356032583,0.131510569301,-0.230539500175,-0.996718310303,-0.0661076845969,1.0,78.6033575599,90.0
Y1050205,2.20109583896,0.331915025011,0.217567469112,0.00117479285321,-0.485808035511,-1.37964610885,-0.419496067105,-0.25866961934,-0.433912399216,1.0,80.4599209305,88.0
Y1050206,0.502002796527,-0.495164798496,-0.607709597533,-1.2401378457,0.986787685004,-0.202177408908,-0.695754811358,-0.436888360174,0.039528892052,1.0,73.7821543171,70.0
Y1050207,3.72014616806,-2.83154358744,0.760087238173,-0.520762293556,-0.511271352764,2.55331359953,-0.0138201907556,1.59351675827,-0.236023492043,0.0,40.1965480287,40.0
Y1050208,2.15694988238,0.287410755507,-2.03372068861,0.215048032983,0.0808861856922,0.140038655093,-0.0827978853562,0.41232067383,-0.667306371635,1.0,70.2395625714,70.0
Y1050209,1.5455483401,1.75592547898,-1.61889072173,-0.0438807688273,1.71004528005,0.516835132651,-0.764632732954,-0.140849755038,-0.0307652430203,1.0,81.3845529089,85.0
Y1050210,-1.05500181698,-0.448807467685,-0.827476649331,-0.100215389509,0.240721731275,0.276467988981,0.175868282728,-0.2488927684,-0.0818830531416,0.0,21.4479710104,20.0
Y1050211,1.37754317461,-1.89925094601,-0.173682922105,0.54006754752,-0.676090924508,0.662878245786,0.539215714883,-0.057559443866,-0.149012111826,0.0,21.0748320101,40.0
Y1050212,-0.958567056125,-0.486148546077,0.714927917503,1.3513141842,0.00970096199618,-0.960138586317,-0.327907986961,0.0448603660622,0.106440983524,0.0,15.5380121454,20.0
Y1050213,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,10.0
Y1050214,0.0279227300186,-0.634858671789,0.116457308998,0.841619307062,0.70751947618,-1.07269680553,0.374769110733,0.497933077956,0.202966709504,0.0,22.1112490373,20.0
Y1050215,-0.918196332385,-0.193243917605,0.359115293675,-0.409048800551,-0.56333901295,-0.0711712353227,0.754147732861,-0.0746898951548,-0.0422951753667,0.0,18.1355560351,20.0
Y1050216,-1.32576719495,-0.40463274162,-0.406007162933,0.288494559265,0.0170792109047,0.175567760499,0.503344893425,-0.114419387748,-0.0962808490221,0.0,10.393521011,10.0
Y1050217,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,10.0
Y1050218,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,10.0
Y1050219,0.0289768631151,-1.15715813099,-2.06510236818,0.0103742936674,1.50198896993,-0.33700044974,0.793553880474,0.666221491309,0.0442971051646,0.0,24.6880295291,20.0
Y1050220,0.312850572748,-0.917970840283,1.3301227085,0.683151105576,-0.276038504845,0.252272585156,-0.49917670818,-0.38492590669,-0.12139026497,0.0,26.6459901684,30.0
Y1050221,1.93375871103,0.319874448636,-3.23910515806,-0.0152913839657,1.16457106112,0.329436897016,-0.376701001149,-0.548191966164,0.164528875057,1.0,78.1997558622,80.0
Y1050222,0.746155699011,-1.0400844016,-1.3143852339,-0.670880266178,0.621938260375,-0.518238863451,0.351545887254,-0.135069152262,0.0690088274083,0.0,44.0568701142,50.0
Y1050223,0.629248897279,-1.19235785022,-0.29986662379,-0.173445411418,-0.0281310192044,0.119157040307,1.3724438729,-0.0961110408743,-0.148893953739,0.0,18.5490722519,20.0
Y1050224,1.88219916916,-0.948822951647,0.129498969214,-1.28607739378,1.46862637036,-0.188840366338,-0.0375451649128,-0.893176292901,-0.141110838746,1.0,76.0286364547,68.0
Y1050225,4.18603957698,3.28208636034,2.40244257573,0.352371235391,2.01880593824,-0.046776073016,0.94693718327,-1.64527408375,-0.615934896432,1.0,84.4582521837,75.0
Y1050226,0.41443001551,-1.23655675287,-0.65595442881,-0.304139223532,-0.274296462486,1.44657004687,-0.9440867615,-0.136044220175,-0.131593165865,0.0,39.4893385189,40.0
Y1050227,-0.375270202262,-0.957528164436,-1.04087387097,0.214173392203,0.188267458584,0.118159118399,0.624916881291,-0.0307535294091,-0.0679231254634,0.0,17.4568622823,10.0
Y1050228,2.43565601672,-0.128191026776,0.579599823027,-0.262590282308,1.09558570628,-0.37824626689,0.607320907505,-0.154290392258,-0.138531302654,1.0,65.0913318403,66.0
Y1050229,2.65744096838,3.67160828781,-0.421723405329,-0.257383607476,-1.08837621973,0.0992044605295,-0.671808786869,-0.200678648784,-1.18239694095,1.0,99.9544650851,99.0
Y1050230,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,0.0
Y1050231,-1.94057302545,0.049677163766,0.382627490107,0.113349813167,-0.649643281719,0.315175212733,0.44045995585,-0.145642733667,-0.102586879292,0.0,6.47789153217,10.0
Y1050232,-0.252811040258,-0.999081565161,1.04413232018,1.58432605383,-0.467917816411,-0.166489625086,-0.0792837159201,-0.61415741568,-0.123143242307,0.0,10.0610759124,10.0
Y1050233,-1.57534603467,-0.320603321483,-0.191725007951,0.540925836868,0.0743997780966,0.272763221811,0.249920960845,-0.26415651505,-0.130209418288,0.0,8.32322301208,10.0
Y1050234,-2.24703791324,0.259157542365,0.534663647602,0.189859005892,-0.333338729412,0.142599390921,0.252933972078,0.0381612400306,-0.0641414542869,0.0,6.60743495219,10.0
Y1050235,-1.69135342104,-0.24911377808,-0.371112433067,0.304801248453,0.168923292009,0.417350594265,0.383848367464,-0.161627082145,-0.144718471998,0.0,7.94144879417,10.0
Y1050236,-0.673108707797,3.16619897224,-0.444019084568,1.48976810574,-0.0872190236679,1.01050652341,0.549277693975,0.0471789759862,1.39435594667,0.0,15.1494365305,20.0
Y1050237,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,0.0
Y1050238,-0.405836783788,0.0636297295267,-1.29660902502,-0.393507767132,0.908042015977,0.122110750012,-0.928707517076,-0.26473008544,0.0807261584549,0.0,48.5629818977,40.0
Y1050239,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,10.0
Y1050240,-1.78523720424,-0.115288278035,0.0794834084643,0.26397104905,-0.290751474486,0.339183417972,0.376152224065,-0.166515679004,-0.119156035632,0.0,7.2440216787,10.0
Y1050241,1.64666006669,-2.12431620318,-0.306437986017,0.492784946341,0.146035969932,1.06452681746,0.478615867053,1.1949274472,-0.107813114825,0.0,20.0948270447,20.0
Y1050242,-0.401482362249,-0.401996804034,1.26993962156,0.388318300544,0.495590785281,-0.0134683640686,0.212625188191,-0.453023455143,-0.187554502068,0.0,19.2512709406,20.0
Y1050243,-1.65680197283,-0.0283855536199,0.521032744073,0.0657198865533,-0.217470750213,0.463752789739,0.552302011124,-0.24452693547,-0.183336685882,0.0,7.20065160109,10.0
Y1050244,-1.21998405707,-0.0470994942061,1.02975718699,-0.0054694493812,0.382342135963,0.518597967662,0.790103436301,-0.62299768479,-0.320052084439,0.0,8.56676553363,10.0
Y1050245,-1.69750261932,-0.214480368632,-0.133634797376,0.358580750784,-0.0468467399979,0.342884938709,0.339453445442,-0.196876338185,-0.130263632584,0.0,7.77257132552,10.0
Y1050246,-0.453145416966,2.2733369243,-0.457921812172,0.990813796661,-0.383358679548,0.763119526786,0.378801936754,-0.209888513329,1.10643633622,0.0,21.784344378,30.0
Y1050247,-0.614340410877,0.000517763408505,-0.770776792085,0.963505218808,0.558732025919,0.0766387526738,-0.269433543735,-0.32243656706,-0.282218647237,0.0,23.588801763,30.0
Y1050248,-1.47142363599,0.170328866699,-0.0216663080241,-0.13867144925,-0.317880866805,0.203537880763,-0.0194716410276,-0.209840357012,0.0443375441188,0.0,21.3096486923,30.0
Y1050249,-1.51267471267,0.0418493914828,0.0100648341705,-0.359806391563,-0.332817649173,0.145927419842,-0.141668985209,-0.205816431453,-0.0148265762634,0.0,24.2967023903,30.0
Y1050250,-2.25272876998,0.259347578474,0.540848971581,0.193617725399,-0.332650814438,0.16385892721,0.236004705661,0.0330129269254,-0.0673072236655,0.0,6.60674755774,10.0
Y1050251,-1.94169994577,0.04912984095,0.385447683515,0.114801214282,-0.649679200041,0.3237534056,0.434147966995,-0.14626507152,-0.103726969685,0.0,6.47588999196,0.0
Y1050252,-1.56381612531,-0.341160282427,-0.260080829048,0.486474685105,0.139579651883,0.381872134833,0.263186788386,-0.186842048091,-0.140108490439,0.0,8.2154945886,10.0
Y1050253,-1.16232945035,-0.633210430133,-0.78200975921,0.582756683666,0.76060508804,0.489839429504,-0.0342924547393,-0.149274483134,-0.148312756739,0.0,14.1419143315,10.0
Y1050254,-1.33745528841,-0.134122820195,-0.587988124935,0.19269814388,0.345952776854,0.417239508779,0.0830260594452,-0.156696025494,-0.0262344578597,0.0,17.0767145213,20.0
Y1050255,0.424353947166,0.835685753116,0.415262433721,-0.146264815746,-0.217375199116,-0.456884473184,0.158758422212,-0.227361443424,-0.129813439046,0.0,42.33728531,40.0
Y1050256,-1.32797571745,0.404101412349,-0.293379825809,0.0462037362767,0.422124684844,0.0875037722602,-0.493943835368,-0.02017362951,0.111690999125,0.0,29.0164236523,30.0
Y1050257,-0.727242391274,-0.188743567173,-0.600009976788,-0.711948116656,0.314855133867,-0.0317757478853,-0.99096910117,-0.245683647176,0.0855948899476,0.0,47.1083836276,40.0
Y1050258,-1.01127808235,-0.725302734206,0.185124225589,1.31983776503,0.0215272469335,0.0329342651515,-0.207889267883,-0.386176865747,-0.103018934127,0.0,9.66508734192,10.0
Y1050259,3.40884416319,1.8520383787,-0.966900533254,0.599575819901,-1.09089750535,0.761977677682,-0.534997667807,-0.848079848535,1.57568334132,1.0,85.0171883461,80.0
Y1050260,3.02075068856,-2.27485068607,0.023239081926,0.151223349979,-1.15386995021,-0.312737333929,0.148214939106,-0.8941956036,-0.009790738671,0.0,48.7612227454,50.0
Y1050261,-1.03529363756,1.98572979606,0.220082302424,-0.802746960123,-0.152546392813,-0.396154535728,-1.40544473936,0.184884470291,0.232870014744,1.0,72.9121023845,82.0
Y1050262,0.148960406582,-0.433924250058,-1.25531636115,-1.16254233915,-0.503785193755,0.134536631586,-0.312221152979,-0.769993684408,0.1194983891,0.0,51.3289273981,50.0
Y1050263,-1.06517690176,0.0151368034642,1.16343922836,-0.117223910351,-0.361093907339,0.122672753718,-1.40998468539,0.576649433529,0.142381567812,0.0,36.946984423,40.0
Y1050264,0.0840805047933,-0.366202165097,0.00936080641957,-1.3752455985,-1.06844695756,0.0183818624864,0.0118191684694,-0.542778971359,0.0380196682769,0.0,46.0934536777,40.0
Y1050265,-0.442412073861,0.109036399582,1.70559663999,-0.928376813373,0.320254500569,0.475929569707,0.774061355769,-1.05522251639,-0.355873093783,0.0,25.3281008587,20.0
Y1050266,0.858625465655,-0.619608863537,0.371557841501,-1.35249056193,-0.781292880665,-0.433796888195,0.460674126718,-0.0558919697493,0.0973318112671,0.0,47.0527632824,40.0
Y1050267,-0.788197115799,-0.0375436237787,-0.118934449036,-0.0735710872112,0.279863397096,-0.450638617829,-0.47398129625,0.3268655555,0.225383158903,0.0,34.4349476175,30.0
Y1050268,0.10709125567,-0.196565346228,-0.307517971036,-1.28076009243,1.03938078329,-0.527552106947,-0.51401368721,-0.0803272690396,0.106304144108,1.0,70.1949279636,60.0
Y1050269,-2.43550106336,0.500534131627,0.673160688046,0.0814258038436,-0.0221502683192,-0.0734902932689,-0.145090992279,0.211689037238,0.007479001318,0.0,12.6621039919,10.0
Y1050270,-0.0791962455044,0.297406293327,-0.901281844175,-0.306899547619,-0.591890807776,0.0747565617749,0.420341324493,-0.172641565613,-0.110654439612,0.0,33.6228005531,40.0
Y1050271,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,0.0
Y1050272,-2.55115431193,0.462917401521,0.699535057157,0.271637181735,-0.018978429066,0.00338422523068,0.0438478546223,0.227920427345,-0.0293395417958,0.0,6.71926939164,0.0
Y1050273,-0.61097079349,0.500209211063,-1.04384242677,-0.146166467535,0.472633201718,0.169277172473,-0.301859186504,-0.0737091516125,-0.0553451084841,0.0,37.2441206446,40.0
Y9999986,2.1268293038,-1.01081962398,0.636263786009,0.285404149451,-0.686581961131,-0.834130617439,-0.55687362665,-0.717487240073,0.215524794332,0.0,55.069002036,58.0
Y9999987,-2.01221017358,0.638211363812,0.5766304971,-0.614747839238,-0.033759199986,-0.354851030978,-0.836607171939,0.152282149446,0.142234869115,0.0,34.412878629,27.0
Y9999988,1.16698944784,-1.53338509034,-1.57812600823,-0.879402073618,-1.2217469557,0.247555822496,0.99633022947,-0.559525486057,-0.030927251419,0.0,35.9315150951,33.0
Y9999989,0.32304419306,-0.404449218927,-0.483696162265,-1.76318169255,-1.7073889217,-0.665858987412,0.346405853155,-0.34914053579,0.226236136077,0.0,51.9321979024,59.0
Y9999990,1.44530290128,-0.881366696757,0.373155507661,-1.37294046463,-1.08130663715,-0.691564357,-0.147841318107,0.660110670726,0.30463765098,1.0,71.8835941708,63.0
Y9999991,0.238173424235,-0.558549230889,0.220844205766,-1.26301111207,-1.10558335586,0.60181487499,-0.169289401004,-0.2167259169,-0.0167865152044,0.0,43.4067584318,36.0
Y9999992,0.8736735808,-0.760732743929,0.230132037098,-1.2969234738,-1.27673472708,-0.568600432082,1.51849801067,-0.0896551823693,0.0563805394217,0.0,33.9211467652,38.0
Y9999993,1.97503396434,-1.39866139445,1.41015702133,-0.746900803028,-1.30364197138,1.12627262119,-1.2369224887,0.159736982297,-0.0208752246336,0.0,56.3487802765,49.0
Y9999994,-0.766889521411,-0.41735941423,-0.602481590673,-0.361132871967,-0.131081330767,-0.19134475788,0.383462602188,0.0343396527046,0.0376474209266,0.0,25.4733574706,20.0
Y9999995,0.991792225972,-1.18320681916,-1.69850354226,-1.35085473556,-0.641802589385,0.253289240882,0.00896364900255,-0.609125757126,0.0365385536598,0.0,53.5118286968,57.0
Y9999996,-1.62824138832,0.763098907762,0.489067591652,-1.24624961384,-0.0442897063066,-0.610074432396,-1.46388414365,0.0983939342909,0.264472432253,0.0,54.1430895019,54.0
Y9999997,0.214666349594,0.107765429263,0.56425392485,-1.78108616555,0.525421397105,-0.782288256321,-0.152013413627,-0.0449428588429,0.134617982823,0.0,58.7366698551,58.0
Y9999998,0.137404263157,-0.707109651358,-0.17375935659,-0.795352502706,-0.476643807629,0.470822538165,-0.679437577714,0.446097095304,0.0914178453472,0.0,44.026095441,49.0
Y9999999,2.58257811543,-1.41342464022,0.115706785313,-1.81539220048,-0.383378143027,-0.0723696640622,-0.127102112101,1.28858581904,0.253838174097,1.0,80.599624711,73.0
