username,qz_mean,video_stop_backward_seek_sum,watched_time_weekday,watched_time_hour,indicator,final_score
Y1050160,-0.0339346612173,-0.268724062901,0.331687971473,0.778032451986,0.0,30.0
Y1050161,-0.722279794001,0.278117021917,1.15982621325,0.0442609726536,0.0,40.0
Y1050162,1.83834626486,-1.74036955612,-1.34044983465,-0.380344689028,0.0,30.0
Y1050163,-2.56302774307,0.50602292218,-0.20490922398,0.304132605689,0.0,0.0
Y1050164,-1.88525683407,0.696855172248,-0.712231877178,0.271165436706,0.0,0.0
Y1050165,-2.12375529556,0.209995331002,-0.43582892656,0.450469394835,0.0,0.0
Y1050166,-1.03004609471,-0.0348580223496,0.427377209987,-0.0884751518692,0.0,20.0
Y1050167,0.957121148965,-0.635689634362,0.168604346991,-0.908554209239,0.0,30.0
Y1050168,0.248228497144,1.24369139601,-1.82366284049,-0.407509062758,0.0,10.0
Y1050169,-1.199261532,-0.715860924652,-1.05380972665,0.129812646615,0.0,0.0
Y1050170,-0.463387915809,-1.60779400283,-1.61325039179,-0.447124457972,0.0,10.0
Y1050171,-0.926903390363,-0.1996665146,-0.313568336927,0.763071979708,0.0,10.0
Y1050172,-1.18511129059,0.618767318783,-0.218996367741,0.236738915378,0.0,10.0
Y1050173,1.18517135801,-1.03574363344,0.649003601244,-0.172643322817,1.0,70.0
Y1050174,1.22031136422,-0.931870001452,0.693539789478,0.0921785867675,1.0,80.0
Y1050175,0.747936931497,-0.00231196361486,-0.708209045638,1.93394263325,0.0,30.0
Y1050176,0.77409274988,-0.10548018055,1.09789379938,1.12808990237,1.0,90.0
Y1050177,0.285540795991,0.0547125958188,-0.212708613689,0.679748924997,0.0,20.0
Y1050178,-0.091504641505,-0.912806825368,0.049496633714,-0.635357542064,0.0,20.0
Y1050179,3.34632717956,4.39561910899,-1.05084361335,-0.107130955344,1.0,95.0
Y1050180,-0.45747479959,0.761926785578,0.883407437817,-0.107477077611,0.0,40.0
Y1050181,-1.57883292965,0.682053725113,1.20085659284,-0.0758174120355,0.0,20.0
Y1050182,1.93069888232,1.92916211015,0.0500308509748,0.83782584665,1.0,90.0
Y1050183,-2.4083685581,0.533684905498,0.015996832948,0.244426174333,0.0,10.0
Y1050184,-2.03343720061,0.600744258996,0.551526667925,0.0996833104374,0.0,10.0
Y1050185,1.81360892404,0.826551075828,0.282046791447,-0.447454950837,1.0,99.0
Y1050186,0.314214185994,0.139537180378,1.54867264686,0.46683492754,1.0,85.0
Y1050187,-1.19559354483,0.312047103911,0.579893867875,0.403240610742,0.0,20.0
Y1050188,1.20171578104,-0.348058671799,0.640828439054,1.76187307508,0.0,45.0
Y1050189,2.33408444706,-1.74458957987,0.251527225247,0.0658788404732,1.0,91.0
Y1050190,2.49042457465,0.552604542907,-0.187168621448,0.459492450669,1.0,90.0
Y1050191,-0.329546015729,-1.03566612396,-0.200973171093,-0.906020227396,0.0,40.0
Y1050192,1.23860191583,-0.924152714394,0.262533914508,0.816554667131,1.0,70.0
Y1050193,-0.582284225207,0.347120744073,-0.239919468082,0.343632679792,0.0,20.0
Y1050194,1.51467253523,-1.41105670038,-0.985210092448,1.81234473694,0.0,20.0
Y1050195,0.58726019064,-0.107943328482,0.502387191734,1.8027210997,0.0,40.0
Y1050196,-1.06514304533,-0.539007438105,-0.599964377551,0.0875554341235,0.0,10.0
Y1050197,2.60114237259,2.48875720104,-0.965451221363,0.327960976751,1.0,80.0
Y1050198,1.39154896732,0.128179594101,-1.04850700288,1.42488255232,0.0,20.0
Y1050199,-0.0379811473144,0.500636789197,0.331081085427,0.613385574384,0.0,30.0
Y1050200,0.198851052758,-0.234139921635,-0.70412150688,0.536663014664,0.0,30.0
Y1050201,1.17350702116,0.285193861421,0.445602278311,1.49450729812,1.0,68.0
Y1050202,1.34648847699,0.840995322336,0.466587919615,0.948163914609,1.0,75.0
Y1050203,-1.49140553777,-0.0998224009528,-0.14651816109,0.00425352116176,0.0,10.0
Y1050204,0.731738784827,1.93449380942,0.360147554802,-1.27443102184,1.0,90.0
Y1050205,1.59756187038,-0.34295976163,0.51100269043,0.236704602933,1.0,88.0
Y1050206,0.476358534475,-0.145315155233,1.21634301836,0.424707431022,1.0,70.0
Y1050207,1.75277223626,-1.83092886146,-0.0146351000311,-0.548533665933,0.0,40.0
Y1050208,0.332643259894,-1.15568036144,0.0677310478799,-0.754883046003,1.0,70.0
Y1050209,0.525671625181,0.761506965675,0.577857425825,-0.568534591708,1.0,85.0
Y1050210,-0.672714606519,-0.424661002211,0.174595128301,-0.27872634373,0.0,20.0
Y1050211,1.1495226544,-1.23286950785,-1.18195237703,-0.169929384325,0.0,40.0
Y1050212,-0.215312143841,-0.111661312492,-0.8216403552,0.493563470945,0.0,20.0
Y1050213,-2.46929490369,0.522787760554,-0.0710267652358,0.267946889716,0.0,10.0
Y1050214,0.691865872309,-0.0856098570365,-0.664762385908,1.55891066241,0.0,20.0
Y1050215,0.241475296985,-0.125807845304,-0.155092217564,0.0303585463784,0.0,20.0
Y1050216,-1.36689597798,-0.435064591348,-0.744222198269,0.189011924623,0.0,10.0
Y1050217,-2.44586169385,0.526978970148,-0.0375561505497,0.258900460722,0.0,10.0
Y1050218,-1.64215753554,-0.0516161676218,-0.476167990215,0.449887072174,0.0,10.0
Y1050219,1.0020838782,-0.660308030872,-0.0273971224222,1.6779354369,0.0,20.0
Y1050220,-0.5520302892,0.955489720961,-0.0442582236446,-0.527469500395,0.0,30.0
Y1050221,-0.110394256007,-0.0599617184344,1.30066354543,-0.274395351724,1.0,80.0
Y1050222,0.386589839055,-0.722927346346,0.280905812187,0.178544830895,0.0,50.0
Y1050223,1.23451576673,-0.279308855005,-1.19709313583,0.318681381366,0.0,20.0
Y1050224,0.696204951246,2.30845001229,0.716773260035,-0.851376667028,1.0,68.0
Y1050225,1.88342518757,3.743829365,-1.30388889121,-1.22423783353,1.0,75.0
Y1050226,-0.16359174132,-0.252288824174,1.29592479382,-0.870776825106,0.0,40.0
Y1050227,-0.263448713027,-0.816159775467,-0.535931869873,0.317464994355,0.0,10.0
Y1050228,0.525661209568,2.16092231956,-0.094055688809,-0.216325927591,1.0,66.0
Y1050229,1.60614277062,0.486331897677,0.807977514969,-0.213337258762,1.0,99.0
Y1050230,-2.56302774307,0.50602292218,-0.20490922398,0.304132605689,0.0,0.0
Y1050231,-1.64081774072,-0.243664974478,-0.448940915296,-0.121456453328,0.0,10.0
Y1050232,-0.485414538929,0.475075625087,-0.899450637712,-0.417667700876,0.0,10.0
Y1050233,-1.25540363887,-0.630112936175,-0.669695370919,-0.314436875926,0.0,10.0
Y1050234,-2.02342236115,0.142277704309,-0.22905841012,0.0753412438834,0.0,10.0
Y1050235,-1.24306570221,-0.632331903879,-0.673524572029,-0.297673179947,0.0,10.0
Y1050236,-1.74621917164,0.193290775979,0.173828956006,-0.0386444028251,0.0,20.0
Y1050237,-2.20096275686,0.115368626616,-0.459160393759,0.120312871841,0.0,0.0
Y1050238,0.345440705197,0.0891712154213,0.945306048031,-0.964996576732,0.0,40.0
Y1050239,-2.00937255099,0.148156510574,-0.192675564203,0.0535454821779,0.0,10.0
Y1050240,-1.32600139728,-0.642632946725,-0.770014687722,-0.287702660064,0.0,10.0
Y1050241,0.340920514053,-0.79372689422,-0.0879076926783,0.50081615382,0.0,20.0
Y1050242,0.239518985584,1.00894097063,-0.674930035137,-0.590213160041,0.0,20.0
Y1050243,-0.745265563412,-0.108050724802,-0.622970932435,-0.533514974973,0.0,10.0
Y1050244,-0.304637392156,0.855398541604,-1.24597611849,-0.859766731453,0.0,10.0
Y1050245,-1.15953430824,-0.613732343988,-0.536475993446,-0.347719716726,0.0,10.0
Y1050246,-1.20417482903,-0.179298739954,0.10817947025,-0.223236520962,0.0,30.0
Y1050247,-0.538582456007,-0.520312087759,0.264943028252,-0.501629072802,0.0,30.0
Y1050248,-0.514800951455,-0.494328820881,0.404238240504,-0.616504309313,0.0,30.0
Y1050249,-0.392077260838,-0.469328918322,0.594312451135,-0.678716463094,0.0,30.0
Y1050250,-1.84144904853,-0.274826823731,-0.712619749124,-0.0669733125072,0.0,10.0
Y1050251,-1.83404250796,-0.276158883926,-0.714918442507,-0.0569099609311,0.0,0.0
Y1050252,-0.977921370549,-0.136815255541,-0.893007982607,-0.506189728553,0.0,10.0
Y1050253,-0.537994425021,-0.0368158651504,-0.640006018418,-0.0266394430066,0.0,10.0
Y1050254,-0.738740567114,-0.541472257448,0.0500093458773,-0.495565473979,0.0,20.0
Y1050255,1.62261573105,0.827278431596,0.178350048842,-0.543417992206,0.0,40.0
Y1050256,-0.415835190762,0.417132814876,0.671562782873,-0.66942288496,0.0,30.0
Y1050257,-0.0063905126775,-0.409247304738,1.10205823749,-0.784314614507,0.0,40.0
Y1050258,-1.12853812119,-0.619306982587,-0.546095967759,-0.305604842085,0.0,10.0
Y1050259,1.43446108888,-1.74434055815,0.705053195792,-1.87680108799,1.0,80.0
Y1050260,2.11629962121,-1.8712124636,-0.861260383962,-1.1155374753,0.0,50.0
Y1050261,-0.398217690862,0.1819298035,1.35420084301,-0.0841233519144,1.0,82.0
Y1050262,0.767341001194,-0.464345747469,1.26935642175,-0.141890735605,0.0,50.0
Y1050263,-0.694132733927,0.507651993874,1.80953422228,-0.305522431167,0.0,40.0
Y1050264,1.90664798514,-0.184245475135,0.119703466224,-0.571515162257,0.0,40.0
Y1050265,1.65597955146,1.17179121905,-1.27995597172,-1.82153367536,0.0,20.0
Y1050266,2.68482796419,0.835413433299,-0.520027360763,-0.254762947674,0.0,40.0
Y1050267,0.106707008834,0.216443222373,1.32627270771,0.745406686128,0.0,30.0
Y1050268,0.036455099014,0.687304033262,1.27767064369,-0.258549560188,1.0,60.0
Y1050269,-2.32869564464,0.547935018116,0.129796922881,0.213668315755,0.0,10.0
Y1050270,0.975369908903,-1.1670441204,0.373471917788,-0.388581938251,0.0,40.0
Y1050271,-2.56302774307,0.50602292218,-0.20490922398,0.304132605689,0.0,0.0
Y1050272,-2.56302774307,0.50602292218,-0.20490922398,0.304132605689,0.0,0.0
Y1050273,-1.22732668454,0.115859653371,0.568493443555,-0.163977010229,0.0,40.0
Y9999986,1.77682014262,-0.40053663428,-0.522892909075,-0.335355363214,0.0,58.0
Y9999987,-2.10373683014,0.588170630215,0.451114823867,0.126822597418,0.0,27.0
Y9999988,1.58079218864,-2.04300124259,-0.660446457663,-0.353292391213,0.0,33.0
Y9999989,1.04021476933,-1.00967331087,0.693992317363,-0.369597501481,0.0,59.0
Y9999990,1.58660752536,-0.511583404698,1.02163914925,1.23739534207,1.0,63.0
Y9999991,0.780319623985,-0.525639974713,0.124093986103,-0.776335168229,0.0,36.0
Y9999992,2.41256852717,-0.189338248043,-0.578323023088,1.20420483532,0.0,38.0
Y9999993,0.509570888433,-0.451729079592,0.330353575469,-1.26686077825,0.0,49.0
Y9999994,-0.640931672359,-0.573273237622,-0.527905868044,0.459509290175,0.0,20.0
Y9999995,1.62156368413,-1.90575673073,0.0276852200642,-1.00112456983,0.0,57.0
Y9999996,-1.11485537476,0.765039675067,1.86357476362,-0.254936706106,0.0,54.0
Y9999997,1.56733495028,1.13585975199,0.207008994702,0.188066237622,0.0,58.0
Y9999998,0.769463004191,-1.11059945328,0.0527912927029,-0.00971091157533,0.0,49.0
Y9999999,2.32191245775,0.265900215108,0.620024406671,0.452162559988,1.0,73.0
