username,qz_mean,mt_online_num_day,final_score
Y1050160,-0.127413049652,-0.343890529268,30.0
Y1050161,0.180301485357,-0.343890529268,40.0
Y1050162,-0.512056218414,-0.343890529268,30.0
Y1050163,-1.35827118969,-0.343890529268,0.0
Y1050164,-1.35827118969,-0.343890529268,0.0
Y1050165,-1.35827118969,-0.343890529268,0.0
Y1050166,-0.127413049652,-0.343890529268,20.0
Y1050167,0.641873287871,-0.343890529268,30.0
Y1050168,-0.973628020929,-0.343890529268,10.0
Y1050169,-1.35827118969,-0.343890529268,0.0
Y1050170,-1.35827118969,-0.0580594400063,10.0
Y1050171,-1.35827118969,-0.343890529268,10.0
Y1050172,-0.512056218414,-0.343890529268,10.0
Y1050173,1.25730235789,-0.0580594400063,70.0
Y1050174,1.25730235789,0.227771649256,80.0
Y1050175,-0.588984852167,0.227771649256,30.0
Y1050176,1.4111596254,0.79943382778,90.0
Y1050177,-0.512056218414,-0.0580594400063,20.0
Y1050178,0.180301485357,-0.343890529268,20.0
Y1050179,1.5650168929,0.227771649256,95.0
Y1050180,0.180301485357,-0.343890529268,40.0
Y1050181,0.718801921624,-0.343890529268,20.0
Y1050182,1.02651645663,-0.343890529268,90.0
Y1050183,-1.35827118969,-0.343890529268,10.0
Y1050184,-1.35827118969,-0.343890529268,10.0
Y1050185,1.4111596254,2.22858927409,99.0
Y1050186,1.18037372414,0.227771649256,85.0
Y1050187,-0.281270317157,-0.343890529268,20.0
Y1050188,0.718801921624,-0.343890529268,45.0
Y1050189,1.48808825915,0.227771649256,91.0
Y1050190,0.872659189129,0.227771649256,90.0
Y1050191,0.103372851605,-0.0580594400063,40.0
Y1050192,0.180301485357,7.08771779154,70.0
Y1050193,-0.819770753424,-0.343890529268,20.0
Y1050194,-0.281270317157,-0.343890529268,20.0
Y1050195,0.641873287871,-0.0580594400063,40.0
Y1050196,-1.05055665468,-0.343890529268,10.0
Y1050197,0.949587822881,2.22858927409,80.0
Y1050198,-0.512056218414,-0.343890529268,20.0
Y1050199,0.488016020367,2.51442036335,30.0
Y1050200,-0.281270317157,-0.343890529268,30.0
Y1050201,0.411087386614,-0.343890529268,68.0
Y1050202,0.872659189129,-0.343890529268,75.0
Y1050203,-1.35827118969,-0.343890529268,10.0
Y1050204,0.949587822881,-0.343890529268,90.0
Y1050205,0.949587822881,-0.343890529268,88.0
Y1050206,0.949587822881,-0.343890529268,70.0
Y1050207,0.488016020367,-0.343890529268,40.0
Y1050208,0.334158752862,-0.343890529268,70.0
Y1050209,0.564944654119,0.513602738518,85.0
Y1050210,0.334158752862,-0.343890529268,20.0
Y1050211,-0.665913485919,-0.343890529268,40.0
Y1050212,-0.973628020929,-0.343890529268,20.0
Y1050213,-1.35827118969,-0.343890529268,10.0
Y1050214,-0.127413049652,-0.0580594400063,20.0
Y1050215,0.103372851605,-0.343890529268,20.0
Y1050216,-1.05055665468,-0.343890529268,10.0
Y1050217,-1.35827118969,-0.343890529268,10.0
Y1050218,-1.35827118969,-0.343890529268,10.0
Y1050219,0.180301485357,-0.343890529268,20.0
Y1050220,0.334158752862,-0.343890529268,30.0
Y1050221,1.02651645663,0.227771649256,80.0
Y1050222,0.103372851605,-0.343890529268,50.0
Y1050223,-0.588984852167,-0.343890529268,20.0
Y1050224,1.4111596254,-0.343890529268,68.0
Y1050225,0.795730555376,0.227771649256,75.0
Y1050226,0.949587822881,-0.343890529268,40.0
Y1050227,-0.588984852167,-0.343890529268,10.0
Y1050228,0.180301485357,-0.343890529268,66.0
Y1050229,1.5650168929,0.227771649256,99.0
Y1050230,-1.35827118969,-0.343890529268,0.0
Y1050231,-1.35827118969,-0.343890529268,10.0
Y1050232,-1.35827118969,-0.343890529268,10.0
Y1050233,-1.35827118969,-0.343890529268,10.0
Y1050234,-1.35827118969,-0.343890529268,10.0
Y1050235,-1.35827118969,-0.343890529268,10.0
Y1050236,-1.35827118969,4.80106907745,20.0
Y1050237,-1.35827118969,-0.343890529268,0.0
Y1050238,0.949587822881,0.227771649256,40.0
Y1050239,-1.35827118969,-0.343890529268,10.0
Y1050240,-1.35827118969,-0.343890529268,10.0
Y1050241,0.180301485357,-0.343890529268,20.0
Y1050242,-0.127413049652,-0.343890529268,20.0
Y1050243,-1.35827118969,-0.343890529268,10.0
Y1050244,-1.35827118969,-0.343890529268,10.0
Y1050245,-1.35827118969,-0.343890529268,10.0
Y1050246,-0.281270317157,3.6577447204,30.0
Y1050247,-0.204341683405,0.227771649256,30.0
Y1050248,0.411087386614,-0.0580594400063,30.0
Y1050249,0.872659189129,-0.343890529268,30.0
Y1050250,-1.35827118969,-0.343890529268,10.0
Y1050251,-1.35827118969,-0.343890529268,0.0
Y1050252,-1.35827118969,-0.343890529268,10.0
Y1050253,-0.742842119672,-0.343890529268,10.0
Y1050254,-0.281270317157,-0.0580594400063,20.0
Y1050255,1.10344509039,0.79943382778,40.0
Y1050256,0.334158752862,0.227771649256,30.0
Y1050257,0.949587822881,-0.343890529268,40.0
Y1050258,-1.35827118969,-0.343890529268,10.0
Y1050259,1.64194552665,3.37191363114,80.0
Y1050260,0.641873287871,-0.343890529268,50.0
Y1050261,1.02651645663,0.227771649256,82.0
Y1050262,1.10344509039,-0.0580594400063,50.0
Y1050263,0.795730555376,-0.343890529268,40.0
Y1050264,1.18037372414,-0.343890529268,40.0
Y1050265,0.795730555376,-0.343890529268,20.0
Y1050266,1.10344509039,-0.343890529268,40.0
Y1050267,1.18037372414,-0.0580594400063,30.0
Y1050268,0.872659189129,-0.343890529268,60.0
Y1050269,-0.588984852167,-0.343890529268,10.0
Y1050270,1.5650168929,0.513602738518,40.0
Y1050271,-1.35827118969,-0.343890529268,0.0
Y1050272,-1.35827118969,-0.343890529268,0.0
Y1050273,-0.127413049652,0.513602738518,40.0
Y9999986,0.949587822881,0.227771649256,58.0
Y9999987,-1.05055665468,-0.343890529268,27.0
Y9999988,0.641873287871,-0.343890529268,33.0
Y9999989,1.02651645663,-0.343890529268,59.0
Y9999990,1.25730235789,-0.343890529268,63.0
Y9999991,0.872659189129,-0.343890529268,36.0
Y9999992,0.795730555376,-0.343890529268,38.0
Y9999993,1.33423099164,-0.343890529268,49.0
Y9999994,-0.819770753424,-0.343890529268,20.0
Y9999995,0.718801921624,-0.343890529268,57.0
Y9999996,0.949587822881,-0.343890529268,54.0
Y9999997,1.02651645663,-0.343890529268,58.0
Y9999998,-0.0504844159,-0.343890529268,49.0
Y9999999,1.7188741604,-0.343890529268,73.0
