username,forum_avg_count,video_stop_backward_seek_avg,watched_time_weekday,qz_mean,watched_time_hour,mt_online_num_day,video_avg_count,video_stop_backward_seek_sum,hw_mean,indicator,final_score
Y1050160,-1.1752916764,0.502098193536,0.0632173879042,0.198056052836,-0.472742550325,0.554976181578,0.0855509319394,0.406710808987,0.0557799131573,0.0,30
Y1050161,-1.66966095168,-0.241814559207,0.125916478241,0.252768452823,-0.763144401502,0.327635414231,-0.728178584791,0.621457388942,-0.175800731725,0.0,40
Y1050162,1.57803753332,2.92958630604,0.377483844613,0.0291290532054,1.24680790892,0.0917617900712,-0.0457337879039,-0.207843691104,0.311407439721,0.0,30
Y1050164,-2.23490661486,-0.754956456612,1.13559431712,-0.254869676114,-0.109086320736,0.34971725733,0.226392527232,-0.232096766021,0.144121255608,0.0,0
Y1050165,-2.6110832314,-0.450545023204,0.472709450856,-0.0959596235119,-0.114330413628,0.675773304838,0.134630517197,-0.187447600996,0.0867119330133,0.0,0
Y1050166,-2.02878871915,-0.170382365412,0.165562312191,0.109043493823,-0.353064813507,0.164660797637,-0.294279317114,0.0410079926529,-0.127818345008,0.0,20
Y1050167,-0.0983403485673,-0.0391999662618,0.0289340448895,-0.183449650753,0.190724049646,-1.13107743101,-0.12370906206,-0.0943863907943,-0.0353666939457,0.0,30
Y1050168,-0.286295989608,-0.633330172557,1.92693461288,-0.489019316619,0.0508400989223,-0.576701927736,0.563624355245,-0.810349876196,-0.108878050025,0.0,10
Y1050169,-1.854012089,0.553493997501,0.199050637545,-0.0738957706416,0.443465125663,0.321452595167,0.254022394069,-0.502318503815,0.178379819783,0.0,0
Y1050170,-0.822350509592,0.38352412521,-0.887312152788,-0.338247026358,0.944427461793,-0.226102806078,0.377283258391,-1.3502512603,0.344910592347,0.0,10
Y1050171,-1.37585560681,0.445981246556,-0.144525827882,0.0500583147331,-0.212640363543,0.184529955299,0.778807489446,-0.296290653664,0.0264343381726,0.0,10
Y1050172,-1.55908049003,-0.229492100342,0.916714987449,-0.21445173394,0.144891548968,0.751422449827,-0.124033464399,0.169411306383,0.205852453387,0.0,10
Y1050173,1.30427852026,0.934737990821,0.231555927348,0.164531550103,-0.458995118213,-0.967309210185,-0.33172079533,0.746303443748,0.326914233125,1.0,70
Y1050174,1.0283081482,-0.785379039459,-2.11577913566,-0.109413004287,-0.593058266495,-0.158974101033,-0.477571576706,-0.0267537996274,0.136598332335,1.0,80
Y1050175,-0.0117085063913,0.671758440819,-0.025244389165,0.183304291671,-1.05111227596,0.462051658469,1.61148359962,0.407573307844,-0.153497054445,0.0,30
Y1050176,1.83652726292,-1.10158636784,-2.34564224675,-0.21566581457,-1.23361061826,1.09885058939,0.282579003437,0.0955537731317,0.796331247965,1.0,90
Y1050177,0.586450065759,0.632621262074,1.04265155111,-0.295731387946,0.193058538032,0.0741240273798,0.719163797856,0.0396756072156,0.567003641516,0.0,20
Y1050178,-1.15121048018,0.721815317313,-0.212079689334,0.0875475950117,0.309355289389,-0.177484114137,-0.403475514602,-0.205483104021,-0.0259033663473,0.0,20
Y1050179,4.61179022426,-1.9191410058,1.48451317752,-0.77725970941,-1.36715226096,0.742189008452,0.621092578307,-0.100495355399,-0.556909803288,1.0,95
Y1050180,-1.14458576419,-0.312597670716,0.361202438867,0.107103896122,-0.547358087739,-0.147835554128,-0.593168357022,0.291219967352,-0.300237998493,0.0,40
Y1050181,-2.38610707754,-0.766044857019,0.37633594522,0.103384221829,-0.636856059173,0.535094952812,-0.715767923288,0.42904957734,-0.12490026822,0.0,20
Y1050182,3.3195967353,-1.83385716852,0.576397141051,-0.680075489713,-1.03832675909,0.480403723137,0.352915894364,0.204195370329,-0.220563445978,1.0,90
Y1050184,-2.50207656433,-0.928839135372,0.323679854928,-0.0660716148574,-0.380062768958,0.684782712275,-0.427814534066,0.104134845454,0.0244632266482,0.0,10
Y1050185,3.47060428653,-3.24318871235,-1.14888709675,3.49650882626,0.870525626677,-0.00184751615242,0.341787305664,-0.605389821014,0.161240474298,1.0,99
Y1050186,1.52696598228,-0.989781357406,-1.46979435212,-0.16220993418,-0.984452829781,0.682864525765,-0.662783345831,-0.195340279274,0.640797204081,1.0,85
Y1050187,-2.04317678999,-0.282498489633,0.324244809877,0.0785205400605,-0.464418944406,0.662130539644,-0.228263735688,0.310756222138,0.0138400616334,0.0,20
Y1050188,0.91156294979,0.572864550171,-1.56315092689,-0.0406828665538,-0.271637488969,0.0163708974012,1.22872446809,0.420619232225,-0.112248754095,0.0,45
Y1050189,3.43166564658,1.17407069755,-1.73529850954,-0.0521232761337,-0.0513575161673,-0.238464254814,-0.172811967377,-0.680103553463,0.387161136705,1.0,91
Y1050190,3.87464529318,0.633833870404,-0.0304296045865,-0.385381037089,0.0219640316839,0.829214640054,-0.363416140474,-0.0695645410214,0.754570910168,1.0,90
Y1050191,-0.13774628547,1.86793180105,-0.144268272779,0.00946623091689,1.27792209497,0.502943046528,-1.11052164852,0.100948314078,0.505908522671,0.0,40
Y1050192,3.07479960861,-1.66396518738,-3.51073929584,-1.34581007776,1.72777232705,-0.227436406345,1.15958474125,0.568733895226,-0.377523394427,1.0,70
Y1050193,-1.45252716223,-0.215309094371,0.518312970682,-0.0182308933262,-0.359851677597,0.250058179713,0.145170501233,0.0771768964112,-0.187825369471,0.0,20
Y1050194,0.417696517684,2.0741995982,-0.667601978097,0.225141365385,-0.148062144578,0.169106933399,1.64639299941,-0.264642097503,0.270012196218,0.0,20
Y1050195,0.4753384702,0.591639413783,0.0519530910658,0.0665476723745,-0.717773413288,1.02427476806,0.701743277855,0.821891642049,0.252045465621,1.0,40
Y1050196,-2.02640670762,0.165712277611,0.108664844517,0.0296183659088,-0.034630998219,0.00689345551175,0.247813332689,-0.416101372428,-0.0700872445105,0.0,10
Y1050197,7.06434760914,0.214797458634,3.86239683555,-1.49626535232,1.80745770975,3.08508076136,-0.626906019366,-0.0811072286737,-0.94091368648,1.0,80
Y1050198,0.547958901735,0.0505245282843,1.91054754302,-0.232140415671,-0.764898263625,-0.949030604755,1.39065761141,0.463398421177,0.742337229493,0.0,20
Y1050199,-0.192569141849,-1.27661962209,-0.662220121242,-0.540777665707,0.0713756284581,0.88413304783,0.200009345804,0.181160549881,0.139527946884,0.0,30
Y1050200,0.739661387953,1.13182495479,-0.0178954395583,-0.25083262944,0.468453625903,0.74682578653,0.980528090496,0.208514003706,0.526196854795,0.0,30
Y1050201,1.89663103094,-0.376595213124,-1.37763881875,-0.31049314514,-0.63121236388,1.18807077425,0.723975590019,0.360048885058,0.600799612642,1.0,68
Y1050202,2.31111087722,-0.587957036954,-0.146132804344,-0.148176321551,-1.53044034226,0.801584791866,0.578839955168,-0.0222356792343,0.516264250664,1.0,75
Y1050203,-2.27791562382,-0.200144305105,0.254614228414,0.0098545880611,-0.136843700927,0.239279246679,-0.0756390297246,-0.203935468561,-0.0528532663138,0.0,10
Y1050204,2.63271395828,-1.53936176339,1.73712327308,-0.484360532189,-0.836134694576,-0.316486690121,-1.27757167529,-0.801763965472,-0.15001620848,1.0,90
Y1050205,2.37555610829,-0.23012561833,-0.747960684887,0.0225609725123,-1.3411707823,0.131553401851,-0.0914542393593,-0.719542081439,0.204997904589,1.0,88
Y1050206,0.937496469724,-0.097653035516,0.268690202999,0.206489552424,-1.36325293867,-0.351548844143,-0.298508447953,0.378274204823,0.0221580390959,0.0,70
Y1050207,2.92921086843,4.02682840392,0.510754913216,0.0501310416086,1.80918489965,1.22477472674,-0.685267810852,0.282874941543,0.434667388651,0.0,40
Y1050208,1.39115739743,0.682246561367,-1.90206606028,-0.00138045394473,-0.0184478932239,-0.252356872152,-0.383284324793,-0.852878502588,0.586404061516,1.0,70
Y1050209,1.3697062627,-1.69260893912,-1.22878335604,-0.433892565754,-0.425537092407,-0.141442525355,-1.07188753418,-0.501285342205,0.183280637474,1.0,85
Y1050210,-1.80930187883,0.142975414814,0.0221971566722,0.133455135485,-0.205237981878,-0.123036580073,-0.21338849415,-0.145279943061,-0.165728326994,0.0,20
Y1050211,1.28843487225,1.50631933087,-0.795821972601,-0.349464672932,1.26618495742,0.147846429226,0.723691128343,-0.0770807044385,0.203796348016,0.0,40
Y1050212,-1.12056039542,0.445280795341,0.526597640626,-0.0111003414419,-0.0732273851864,0.300988234868,0.393999763973,-0.14867250809,-0.00364631719327,0.0,20
Y1050213,-2.84833221426,-0.769465815796,0.562310847982,-0.104095358197,-0.198671453359,0.749735195934,-0.153572670704,-0.0683951621066,0.0575540600108,0.0,10
Y1050214,-0.600306608917,0.417773924274,0.30021316149,-0.0139938826914,-0.456165874412,0.53686839101,1.16821241617,0.194748553187,-0.01297711314,0.0,20
Y1050215,-1.07936015308,0.390604263048,0.312670415434,0.113072895161,-0.280471745787,-0.0337076015867,0.10695860217,-0.107699871496,-0.252311267981,0.0,20
Y1050216,-2.17025913897,0.0839752085549,0.202051052348,-0.0241877397987,0.0385204025592,0.174741060978,0.28588186413,-0.436841254422,-0.00239122390513,0.0,10
Y1050218,-2.3402299444,-0.201216050582,0.335319607263,-0.03838568236,-0.14286294127,0.479513491759,0.244000330315,-0.222423365279,0.0379615144085,0.0,10
Y1050219,-0.673354886247,0.471077034962,-0.419183205055,0.241425729173,-1.01903516082,0.325189211747,1.09959812785,0.0830286829494,0.0278116915245,0.0,20
Y1050220,-0.63869125566,0.446896795369,0.983065844153,-0.100430853865,0.359885065696,0.423609703148,-0.663902769164,0.0344607182588,-0.0237623612254,0.0,30
Y1050221,0.819049551718,-0.75374606981,-2.12011885429,-0.0393813243626,-0.636176121959,-0.551887126866,-0.701947712543,-0.524194643878,0.144307721153,1.0,80
Y1050222,0.376606940325,1.21950739229,-0.109751033788,0.41317752368,-0.863679712769,-1.02963679789,0.612133765393,0.155378423826,-0.378317393893,0.0,50
Y1050223,-0.10429232648,0.798885353593,0.605307477142,-0.0600092042493,0.0249384509758,-0.254785829219,0.785654050489,-0.359849592842,-0.157248979905,0.0,20
Y1050224,1.73445899198,-0.362114318171,1.57468799405,-0.100679817645,-0.841581784877,-0.787859508931,-0.669934785043,0.00210425229752,-0.362445808286,1.0,68
Y1050225,4.34274915664,-2.96385612738,2.22663245913,-1.45676384173,0.127741840725,-0.409434426201,0.146257718003,-0.965039486636,-1.04365982284,1.0,75
Y1050226,-0.535450267985,1.1745084346,-0.222024639378,0.179853802965,0.59990799256,-0.0497896064042,-1.45938168561,0.3483598394,0.0505191931946,0.0,40
Y1050227,-1.44206848515,0.536826254847,-0.110766170055,0.0702458809147,-0.018286270698,-0.026338597186,0.43021483205,-0.228325196587,-0.0849251323762,0.0,10
Y1050228,2.41054614547,-1.85733244272,0.821661575979,3.89615413352,0.653942507033,0.616402601795,0.448425959209,-0.615366250892,0.12763267762,1.0,66
Y1050229,2.58881141594,-1.17548061394,-2.11496179156,-0.341456787976,-0.496494994547,-0.212209953449,-0.957263999889,-0.6496321941,0.179866918613,1.0,99
Y1050231,-2.08337916752,-0.503173733974,-0.106580221841,-0.279617946787,0.468738182354,0.219202958911,0.0922614183803,-0.152383948538,-0.132277722073,0.0,10
Y1050232,-0.491240904779,0.350977572771,1.54002089965,-0.364636819848,0.662998516955,-0.403871305739,0.02127301196,-0.349014465759,0.466945117809,0.0,10
Y1050233,-1.96127195395,0.369277589339,0.161528761624,-0.0358783166906,0.378466944073,0.0969173374725,-0.086142058836,-0.477044657255,0.0600910943612,0.0,10
Y1050234,-2.19585340629,-1.14283420537,-0.231356930215,-0.487860438431,0.621865659707,0.457816814044,0.183714607696,0.232461147909,-0.257408967053,0.0,10
Y1050235,-1.87569265219,0.0769568607069,-0.0720764632617,-0.165441922386,0.541566126878,0.0255674969426,0.0618799328118,-0.356107709406,-0.0719475529563,0.0,10
Y1050236,-1.6154852412,-1.99739592482,-1.04525524483,-0.897495161447,1.21428943442,0.369119929602,0.327233585939,0.803156791757,-0.593237901224,0.0,20
