username,forum_avg_count,video_stop_backward_seek_avg,watched_time_weekday,qz_mean,watched_time_hour,mt_online_num_day,video_avg_count,video_stop_backward_seek_sum,hw_mean,indicator,final_score
Y1050237,-2.67453421077,-0.454261523459,0.438084033575,-0.101128896838,-0.00656239617194,0.486392341319,-0.00912020535437,-0.305856838373,0.0393904997958,0.0,0
Y1050238,1.58553051504,-3.19902911913,0.742968378353,-1.66172400199,1.41406878703,-2.54526586199,0.212198819115,1.9322430858,0.982654085508,0.0,40
Y1050239,-2.54003381481,-0.544681347673,0.321694329588,-0.102559991644,-0.0366134480822,0.42860177867,-0.084400474935,-0.160223462533,-0.0348342478095,0.0,10
Y1050240,-1.61501261504,-0.355146907382,-0.473807586432,-0.477699388434,1.10325741777,0.105327025585,0.248289922155,-0.0974321285651,-0.189882388482,0.0,10
Y1050241,0.846246689104,1.83622452254,0.109846689569,-0.224776502861,1.12434445113,0.708679469859,0.375953801994,0.231799860612,0.552618497135,0.0,20
Y1050242,-0.0866004500341,-0.270848217432,2.11843747393,-0.475573890617,0.364442712892,-0.452918558378,-0.0892643326177,0.0594837072798,0.394806442952,0.0,20
Y1050243,-1.54056969642,0.0799052147387,0.642667459265,-0.0935670546779,0.187844499563,-0.245429703233,-0.0940828686636,-0.434340763159,-0.0584381556764,0.0,10
Y1050244,-0.509404829129,-0.568453599485,2.40044417645,-0.55917995318,0.382291229823,-1.03974927507,0.118968721989,-0.390514757615,0.475893708983,0.0,10
Y1050245,-2.0307883159,0.224118926672,0.0977496626884,0.013121448866,0.173813513121,-0.104848807141,-0.0458943788451,-0.485791025672,-0.0667402819959,0.0,10
Y1050246,-1.1326792546,-1.66114838237,-1.24146159601,-0.717647547958,0.803652649577,0.255437188039,0.0917878046585,0.038966179247,-0.17197451816,0.0,30
Y1050247,-1.14615822588,-0.458657761617,-0.672406640641,-0.0813705274214,-0.154697785462,-0.0081907445186,-0.434589196277,-0.683465203809,0.209789631377,0.0,30
Y1050248,-1.25939786424,-0.443236692855,-0.644490721455,-0.156967371223,0.21943950266,-0.172555963301,-0.352484438496,-0.112563217077,-0.177622706348,0.0,30
Y1050249,-0.819861903597,-1.23672813373,-1.3956879929,-0.705060341718,1.31419335721,-0.281878913848,0.0343706233107,0.896131316123,-0.788651500465,0.0,30
Y1050250,-1.61598927994,-1.69314028252,-1.11234053536,-1.01940783048,1.71615529887,0.191767928839,0.716737176909,0.497106764485,-0.604112018009,0.0,10
Y1050251,-2.40889215687,-0.0872164813283,0.308613894768,-0.0849812248514,0.19050576669,0.26271651777,0.047915083574,-0.469028465002,0.0388114575889,0.0,0
Y1050252,-1.67685009136,0.088142131278,0.652015308339,-0.132845411736,0.305454275649,-0.169647429132,-0.0162163853096,-0.559674044147,-0.0465472814777,0.0,10
Y1050253,-1.31012564165,0.101741765049,0.545695969206,-0.127190160782,0.13955699326,0.0917187058863,0.154525119488,-0.263975489261,0.00417584903107,0.0,10
Y1050254,-0.793982987352,-1.31909596965,-1.45755880429,-0.872041954388,1.60132118794,-0.0311026534433,0.236967153244,0.634545705197,-0.574587439716,0.0,20
Y1050255,0.831402673489,-0.878337565282,0.504366599796,-0.416488596379,-0.183038487135,-0.551760780902,-0.0353497893761,-0.0566122237325,-0.120244293108,0.0,40
Y1050256,0.0121012299042,-1.81107314386,2.58869602808,-0.897910118957,0.174569462461,-2.11547998258,-0.0303625621883,0.914674426545,1.65191884875,0.0,30
Y1050257,-1.01842372177,0.330275472162,-0.250352171925,0.281668569548,-0.299671863418,-0.222052068834,-1.10752699161,0.470158059353,-0.2453681723,0.0,40
Y1050258,-1.8088541892,0.282274266103,0.0389735255695,-0.0671740415678,0.389742900606,0.115641125023,-0.102314940034,-0.4134784083,0.0582315266784,0.0,10
Y1050259,2.58591154937,0.0373825621487,-2.7088800991,-0.574031919366,1.44578131408,-0.993533823575,-0.717150907138,-0.0953828551823,-0.326420352237,1.0,80
Y1050260,1.87404558529,3.04930077375,-0.287890686538,0.354669317207,0.652646692627,-1.24331052657,-0.0253356012378,-0.452608484097,-0.363686552726,0.0,50
Y1050261,-0.22294965212,-1.46585376938,-1.27789185563,0.0305556387216,-1.17067918444,0.32597430158,-1.2755407134,0.144838358603,0.229783132119,1.0,82
Y1050262,-0.148772747967,0.707536545488,-0.923791783165,0.41741468984,-0.614621942292,-0.943676151524,-0.574404144245,0.140267221128,-0.405195375273,0.0,50
Y1050263,-1.37195523565,0.0811735451474,0.320051710632,0.164207291978,-0.240148079972,0.954989068591,-1.38029468046,0.930476833713,0.169095306509,0.0,40
Y1050264,0.647925442963,0.940348368441,0.131287782083,0.273673599871,-0.511864442191,-0.990950896194,-0.0953399743407,0.0725991506153,-0.531085885129,0.0,40
Y1050265,0.869533796647,-0.0688529870801,2.6467912505,-0.480889057902,0.431077944951,-1.67965803855,-0.190704003201,-0.553940717123,-0.0745587877743,0.0,20
Y1050266,2.08071387749,0.576872909863,1.3335869323,-0.102705182303,-0.42182655969,-0.76577957087,0.442139274472,0.142137990469,-0.671712097202,1.0,40
Y1050267,-0.933260865392,-0.233314995866,-0.327011039266,0.171557002147,-0.932631817502,0.565526852198,-0.0846507876082,0.469767149836,0.0498618232365,0.0,30
Y1050268,0.511527631538,-2.21760224861,1.03769348761,8.37026085808,1.54264244669,-0.124885178753,0.103149883127,0.592204967027,-0.00961882380643,1.0,60
Y1050270,0.209293678671,-0.553229301596,-1.79174214759,-0.336386489777,0.314079730998,-0.406900882964,0.0816422404205,-0.341360501181,-0.0705219729516,0.0,40
Y1050273,-0.955770053004,-0.762893251877,-0.862463988224,-0.120475460906,-0.327695173255,0.117477493046,-0.457224137717,-0.68465794611,0.292666150328,0.0,40
Y9999986,1.19176876281,1.31788935343,0.0753381774906,0.199149951383,-0.232475478059,-0.444001747446,-0.030985703124,0.307774396226,-0.27289701287,0.0,58
Y9999988,-0.0227819980079,1.95177897573,-0.751740880525,0.410621281207,-0.0127126613494,-1.10013784784,0.403662014645,-0.414066521597,-0.282252770431,0.0,33
Y9999989,-0.131436760138,1.14592197548,-0.715378680658,0.61175148633,-0.972454496899,-0.97339089667,-0.188961402475,0.393292272148,-0.532733499025,0.0,59
Y9999990,1.17064442724,1.83185674009,-0.306010760482,0.585035378684,-0.995039739029,-0.0335896463959,0.194905228328,0.931763111957,-0.286637926384,1.0,63
Y9999991,-0.137896521418,0.925840895606,0.310999221548,0.181111056088,0.025283711714,-0.478400568259,-0.785819432007,0.245298321995,-0.0585138937909,0.0,36
Y9999992,0.844035948841,1.61062926626,0.0603378285013,0.35864556966,-0.749360310486,-0.618547076861,1.19933116955,-0.0703781888117,-0.526064430788,0.0,38
Y9999993,0.969017659713,1.74527908376,0.507391299015,0.0704020824929,0.838351334461,0.48745878898,-1.46996566605,0.606734433934,0.0680684460266,0.0,49
Y9999994,-1.521802899,0.306188636526,-0.0484919311145,0.198106462691,-0.459337113905,-0.031888906073,0.150801006139,-0.000730580493156,-0.163531742742,0.0,20
Y9999995,0.6215351218,2.27350188787,-1.12324078065,0.645399144908,-0.216143221435,-1.79177874281,-0.222349034206,-0.201010753788,-0.553569081066,0.0,57
Y9999997,0.336246580854,0.260619552347,0.555604938721,0.413109240125,-1.39034192631,-0.15772577718,-0.199441557943,0.61947286958,-1.00506400817,0.0,58
Y9999998,-0.025772621572,1.58258228267,-0.372799686652,0.373966881208,-0.0611664000103,-0.0717795612641,-0.551006321584,0.440150089395,0.00892714516326,0.0,49
Y9999999,1.69542945307,1.89107237368,0.15742978548,0.505951886672,-0.75915111099,0.571659389985,-0.427426081134,1.26177518669,-0.253600423652,0.0,73
