evaluation_num,kfold_split_num,username,qz_mean,seek_video_avg,mt_online_num_day,label_val_predict,label_val_test
1,1,Y1050177,0.233912131337,1.96171256495,-0.0985329278164,32.0063367329,20.0
1,1,Y1050184,-0.405164769648,-1.31288742955,-0.32375104854,20.6785346339,10.0
1,1,Y1050196,-1.2838955085,-0.431264354039,-0.548969169263,11.4195546046,10.0
1,1,Y1050198,-0.00574170653228,1.64054987341,-0.548969169263,28.6707853283,20.0
1,1,Y1050201,0.553450581829,0.744233078801,0.126685192907,76.3215197719,68.0
1,1,Y1050214,-0.804587832763,-0.431264354039,-0.32375104854,17.071868769,20.0
1,1,Y1050221,0.665289039502,-0.431264354039,-0.0985329278164,76.1579633401,80.0
1,1,Y1050231,-1.20401089588,-1.31288742955,0.577121434353,11.7665499504,10.0
1,1,Y1050232,-0.405164769648,0.67076449035,-0.548969169263,22.9036167773,10.0
1,1,Y1050247,0.473565969206,-0.72513871313,-0.0985329278164,31.652199334,30.0
1,1,Y1050260,0.872989032322,1.11157602811,-0.548969169263,38.2515475157,50.0
1,1,Y1050269,-1.04424167063,-1.31288742955,-0.548969169263,13.1720298024,10.0
1,1,Y9999995,0.665289039502,0.842191200849,-0.548969169263,35.5267407936,57.0
1,2,Y1050160,0.633335194452,1.42014410454,-0.548969169263,35.6752849037,30.0
1,2,Y1050162,-0.245395544402,1.79539905494,-0.548969169263,25.7829684427,30.0
1,2,Y1050203,-0.612864762468,-0.431264354039,-0.548969169263,18.7599486218,10.0
1,2,Y1050204,0.904942877371,0.567908465462,-0.548969169263,79.5576684991,90.0
1,2,Y1050207,1.03275825757,0.744233080564,-0.548969169263,39.5598869163,40.0
1,2,Y1050208,0.473565969206,2.01768863369,-0.32375104854,76.3506039074,70.0
1,2,Y1050218,-1.44366473375,-0.431264354039,-0.548969169263,8.97761012857,10.0
1,2,Y1050220,-0.245395544402,-0.0305265929236,-0.548969169263,23.5719964587,30.0
1,2,Y1050240,-1.36378012112,0.891170259228,1.47799391725,12.5700111129,10.0
1,2,Y1050252,-0.996310903059,-0.137389994947,-0.548969169263,14.6008689644,10.0
1,2,Y1050263,0.713219807075,-0.431264354039,-0.548969169263,34.3740658323,40.0
1,2,Y1050270,1.30436594049,0.0193429964507,1.92843015869,43.1641327574,40.0
1,2,Y9999993,0.0741429060908,-0.137389994947,-0.32375104854,27.3217564706,49.0
1,3,Y1050165,-1.84308779686,-0.137389994947,-0.548969169263,3.72024401303,0.0
1,3,Y1050171,-1.84308779686,-0.832002115154,-0.32375104854,2.80065410017,10.0
1,3,Y1050172,-1.12412628326,0.00954718371693,-0.32375104854,13.0264857855,10.0
1,3,Y1050178,1.27241209544,1.3960998382,-0.32375104854,45.5103219019,20.0
1,3,Y1050187,0.713219807075,0.450358721473,-0.548969169263,37.3630456521,20.0
1,3,Y1050213,-1.52354934637,-1.31288742955,-0.548969169263,6.51493321472,10.0
1,3,Y1050225,0.713219807075,1.18504461832,-0.0985329278164,78.9146275333,75.0
1,3,Y1050238,0.473565969206,1.33198179698,4.8562657281,32.0258005908,40.0
1,3,Y1050244,-0.485049382271,-0.0786151238342,-0.548969169263,21.30670118,10.0
1,3,Y1050250,-1.84308779686,-1.31288742955,3.9553932452,0.0,10.0
1,3,Y1050261,1.19252748281,-0.72513871313,-0.0985329278164,82.9407012176,82.0
1,3,Y1050273,-0.564933994894,1.33198179698,-0.0985329278164,21.5992234293,40.0
1,3,Y9999999,1.27241209544,-0.210858585161,-0.548969169263,84.8222565142,73.0
1,4,Y1050169,-1.84308779686,0.610653824508,-0.548969169263,5.32451295289,0.0
1,4,Y1050174,1.35229670806,-0.372489482926,-0.0985329278164,84.2471465669,80.0
1,4,Y1050176,0.713219807075,0.548316841758,0.126685192907,77.3611906008,90.0
1,4,Y1050181,0.633335194452,-1.31288742955,-0.548969169263,33.5346363841,20.0
1,4,Y1050185,1.03275825757,-0.49908151288,1.92843015869,80.2316045628,99.0
1,4,Y1050186,1.35229670806,1.62585615608,-0.0985329278164,86.1157814256,85.0
1,4,Y1050192,0.793104419699,-0.303028269847,3.05452076231,77.4969302256,70.0
1,4,Y1050195,0.393681356583,1.60906333475,-0.0985329278164,33.3572782332,40.0
1,4,Y1050224,0.952873644945,-0.0921785563077,-0.32375104854,79.6719169453,68.0
1,4,Y1050246,-0.644818607517,-1.31288742955,1.47799391725,18.0211561257,30.0
1,4,Y1050248,0.793104419699,-0.456453584264,0.802339555077,36.2548237741,30.0
1,4,Y1050264,1.11264287019,-0.872075891794,-0.32375104854,39.7522071824,40.0
1,4,Y1050272,-1.84308779686,-1.31288742955,-0.548969169263,3.52582699517,0.0
1,5,Y1050170,-1.84308779686,0.156484362381,0.577121434353,5.23474116656,10.0
1,5,Y1050188,1.00080441252,-0.254939738936,1.70321203797,38.4371785493,45.0
1,5,Y1050189,0.841035187272,1.50830641209,-0.0985329278164,79.9391064226,91.0
1,5,Y1050190,0.681265962026,2.2136048725,-0.0985329278164,78.6467166417,90.0
1,5,Y1050200,-0.325280157025,1.60906333475,0.577121434353,24.2207938038,30.0
1,5,Y1050222,0.585404426879,-1.31288742955,-0.548969169263,32.2845394508,50.0
1,5,Y1050237,-1.84308779686,-0.960238199346,-0.548969169263,4.10934945444,0.0
1,5,Y1050251,-1.84308779686,-1.31288742955,-0.548969169263,3.81918396713,0.0
1,5,Y1050258,-0.804587832763,2.2136048725,-0.32375104854,18.9348306182,10.0
1,5,Y1050262,1.11264287019,0.499337781615,-0.0985329278164,40.0382598774,50.0
1,5,Y1050267,0.713219807075,0.60149410635,-0.0985329278164,35.440513864,30.0
1,5,Y1050268,1.27241209544,-0.72513871313,-0.548969169263,83.0751239746,60.0
1,5,Y9999991,0.393681356583,0.119750068156,-0.548969169263,31.2160718364,36.0
1,6,Y1050166,0.793104419699,-0.72513871313,-0.548969169263,34.9653298892,20.0
1,6,Y1050206,1.19252748281,-0.284327175375,-0.32375104854,82.1932681173,70.0
1,6,Y1050223,-0.804587832763,0.229952952595,-0.32375104854,17.4152179506,20.0
1,6,Y1050229,1.19252748281,-0.319057780151,-0.0985329278164,82.251194529,99.0
1,6,Y1050241,-0.197464776828,1.33198179698,0.35190331363,26.0596273094,20.0
1,6,Y1050242,-0.405164769648,1.03810743789,-0.32375104854,23.0044074511,20.0
1,6,Y1050245,-0.804587832763,-0.872075891794,-0.548969169263,16.0788478748,10.0
1,6,Y1050257,-0.00574170653228,0.450358721473,-0.32375104854,27.0237101957,40.0
1,6,Y1050259,1.11264287019,0.450358721473,2.15364827942,83.1503064985,80.0
1,6,Y1050265,0.713219807075,0.209916065156,-0.548969169263,35.0808671365,20.0
1,6,Y9999986,0.872989032322,1.51282755507,-0.0985329278164,38.6122664802,58.0
