username,active_num_days,seek_video_sum,video_forward_seek_sum,mt_online_practice_num_day,qz_mean,hw_mean,indicator,final_score
Y1050162,1.10749699649,2.54648763979,0.0249804842432,-0.563182399415,-0.76196231234,-0.0386926237536,0.0,30
Y1050167,-0.839033058601,-0.00361690551961,0.589218061165,0.375303230362,-0.0252680231495,-0.0303089217135,0.0,30
Y1050175,0.499770776964,0.295322772802,0.481714773482,-0.809316040436,-0.680549073158,-0.167784648055,0.0,30
Y1050199,0.916661504682,0.00163795883976,-1.16496571784,0.201764014083,0.208786740736,0.00728214798139,0.0,30
Y1050200,-0.306974920349,0.324506392787,0.379364464522,-0.906604839065,-0.586309252573,-0.0521092416567,0.0,30
Y1050220,0.0651808573918,1.08127353469,0.202254728323,-0.608361155564,-1.11479993195,-0.0178757447973,0.0,30
Y1050246,-0.489177757447,-1.0525273017,-1.14408564294,0.494947956691,0.0944099838024,-0.250952786037,0.0,30
Y1050247,-0.400607213179,-1.05931228683,-0.95565332373,0.418868266272,0.144809821623,-0.0247396883823,0.0,30
Y1050248,-1.22969862949,-0.30595376226,-0.0790298807337,0.354488121538,0.0780040055982,-0.00713840860511,0.0,30
Y1050249,-1.36628349013,-0.244804543644,0.233408646473,0.423228233121,0.237857393635,-0.00757424783448,0.0,30
Y1050256,-1.04230887288,-0.409191868327,0.119530042363,0.588162168945,0.197674319205,-0.206196772016,0.0,30
Y1050267,0.592015481045,0.602021572251,0.878574260217,-0.504434105158,-0.845562091343,-0.135742632707,0.0,30
Y9999988,-0.215100231853,0.205461514559,0.805845263211,-0.385455266853,-0.138912409355,-0.0776283151033,0.0,33
Y9999991,0.0352572801167,1.19300016034,0.635194632934,0.827266226436,0.358262129544,-0.0479317647232,0.0,36
Y9999992,-0.602971953937,-0.0232465227809,0.644252814427,-0.219426528225,0.00497971148561,-0.0603139608295,0.0,38
Y1050161,-1.1393114853,-0.271606387698,0.552214634879,0.505027738481,0.336264078372,-0.0316004499073,0.0,40
Y1050180,-0.397752404903,-0.448290915735,0.936058397305,-1.10861398533,0.660345864768,-0.138035385348,0.0,40
Y1050191,2.94442179015,6.1445722392,-1.67098244406,-0.397559508529,2.36543202322,-0.125559602852,0.0,40
Y1050195,1.27447372412,0.28636701329,0.867900632815,-1.26099406954,-0.275327799563,-0.350597581968,0.0,40
Y1050207,1.33137161161,3.8060032248,-0.245404234194,1.12062599012,0.458078111466,-0.0132808917532,0.0,40
Y1050211,-0.18478457468,1.47782728327,-0.727439717207,-0.367125461198,-0.223499270083,0.227162675774,0.0,40
Y1050226,-0.434144630127,0.326450061854,0.731523230207,0.356608003909,-0.298456270766,-0.0366420909762,0.0,40
Y1050238,-0.0647300456069,-0.756672241524,0.639542887431,1.2162994435,0.377508912789,-0.173096604726,0.0,40
Y1050255,1.13164421466,-0.482499613667,-0.153056326654,0.40574072486,0.202769037787,-0.485800131779,0.0,40
Y1050257,-0.521651222417,-0.0876625038136,1.2529170235,0.925405116138,0.461306651275,-0.0746092377065,0.0,40
Y1050263,-0.438972775695,-0.00982427580126,0.976203871915,0.177049673634,-0.0117683115814,-0.0683692994689,0.0,40
Y1050264,-0.170713309467,-0.249856135194,1.56784043425,0.311820572256,0.464840407005,-0.121864576593,0.0,40
Y1050266,0.0212451786642,0.139718576563,1.4767722058,0.464318733781,0.21032445752,-0.104958370276,0.0,40
Y1050270,0.47062758627,-0.942421963001,-0.494032022228,0.757602453548,-0.213880760247,0.279719984786,0.0,40
Y1050273,0.289604004822,-1.29639808179,-0.503375631376,1.03506640607,0.343519721325,0.109465544335,0.0,40
Y1050188,0.264324152838,0.118910419667,0.595271271895,-0.774424121578,0.664693289907,0.281279498286,0.0,45
Y9999993,1.46035895197,2.44443727984,1.03269757066,0.719980660459,-0.973267907148,-0.0514993033963,0.0,49
Y9999998,0.814974099941,2.48070211041,0.107847638201,0.32666327418,0.289025609553,-0.0464054148904,0.0,49
Y1050222,-0.241915725588,-0.151020095581,1.09369007626,-0.445798814933,0.608538607656,-0.124773695856,0.0,50
Y1050260,0.444606378351,1.01110288197,1.04607652187,0.258641919626,-1.28049338158,-0.0379824252567,0.0,50
Y1050262,-0.124502025423,-0.27720818234,1.43773778546,0.862549693891,0.454183803777,-0.156276710511,0.0,50
Y9999996,-0.941042621051,-0.255489552787,1.12245809966,1.41077514433,0.42108657121,-0.0401965297808,0.0,54
Y9999995,-0.0171418863874,0.541132400554,1.08918522939,0.564236121425,-0.0567111993489,-0.0675106806336,0.0,57
Y9999986,0.897599484615,0.58259550753,0.846266181813,-0.0753494295993,-0.516273082755,-0.113913515124,0.0,58
Y9999997,-0.0118752565244,0.128817653874,1.50885049592,0.617110834116,0.0844101392026,-0.096022747812,0.0,58
Y9999989,-0.761081866937,-0.309468652785,1.1336720521,0.784873854065,0.500054427116,-0.0695061678668,0.0,59
Y1050268,0.66796118008,-0.143213798362,1.92933372479,-0.956263298903,0.610305812582,-0.209712442516,1.0,60
Y9999990,0.953853480136,0.349271964067,1.92169998035,-0.614346480504,0.0706771525446,-0.181952600573,1.0,63
Y1050228,2.77293017327,0.45714216579,-0.136937768801,-0.493421264379,-0.277475483981,0.438969310907,1.0,66
Y1050201,3.12041435923,-0.422055092108,-0.648690853043,0.0298715563527,-1.04769497017,0.0989624812213,1.0,68
Y1050224,1.15447176723,0.471935605395,1.608838378,-0.121737934389,-0.0486976486377,0.212615048754,1.0,68
Y1050173,0.728916673145,-0.00335836071753,1.34651385925,-0.107418530809,0.210538192763,-0.253387213728,1.0,70
Y1050192,3.46150158196,-1.14871416719,-1.6294876754,0.856646200048,-0.673561596912,-0.60541120444,1.0,70
Y1050206,0.636377022204,-0.113741563941,1.4086663758,0.0187755860666,0.205964822217,0.355787881766,1.0,70
Y1050208,3.97915204156,1.5705601603,-0.61459734102,-1.15420680961,1.05019265429,0.687211152216,1.0,70
Y9999999,1.69254360444,1.69363014113,1.77788537476,0.121803718991,-0.80336403013,-0.127862654291,1.0,73
Y1050202,2.42075172264,-1.39704162202,0.125645329312,-0.236877255659,0.370398933155,0.799472556574,1.0,75
Y1050225,4.2841483817,-0.396568037135,-0.5229744777,-0.631575737487,-0.518937738061,-0.360812130661,1.0,75
Y1050174,3.23006338606,-2.53499335091,-0.0859996272454,-0.597424540744,0.945676836686,-0.801304647134,1.0,80
Y1050197,5.09922446507,4.38207561713,-1.71202440708,0.861784974439,0.224381719778,-0.104913414346,1.0,80
Y1050221,2.14293464482,-1.99806579278,-0.0819121602614,0.297371402252,0.710383842836,0.289386837847,1.0,80
Y1050259,2.92542482128,-0.721315641084,-0.436836102641,1.5197843693,-0.506025500287,-0.238472210511,1.0,80
Y1050261,2.65384874829,-2.21454399882,0.511665973075,-1.12420245326,1.17231874953,-0.0312532301494,1.0,82
Y1050186,3.89430658,-0.544060443105,-0.59081687171,0.087988866753,-0.326022414185,0.309353397824,1.0,85
Y1050209,3.77030521229,-2.30171932614,-0.276626976481,-0.69123797968,0.703236536028,-0.169510501188,1.0,85
Y1050205,2.39768428925,-0.92133545962,0.252452976231,0.451319794198,-0.541755421484,0.963704332211,1.0,88
Y1050176,4.37872231929,-0.680043161674,-0.936979179411,0.124435162247,-0.0614806904131,0.301465806728,1.0,90
Y1050182,3.26779399152,-0.615734742487,0.440993567556,-0.189194928335,-0.77840891041,0.461306831582,1.0,90
Y1050190,4.82719169843,-0.313239181799,-0.97856942214,0.190503469416,-0.907513058897,-0.766142209742,1.0,90
Y1050204,1.75834350322,-0.546676908966,0.430357934511,0.708689190834,-0.353419921383,1.21659052605,1.0,90
Y1050189,3.91064704986,-0.196179486233,-0.612405996143,0.780638627274,0.254608599978,-0.00252776443818,1.0,91
Y1050179,3.36083569266,-1.14984093405,0.328100815927,0.115425059263,0.210542676804,0.623794498303,1.0,95
Y1050185,4.20201751664,-2.38569246429,-0.324182957108,-0.586724909641,0.297256743524,0.22623999616,1.0,99
Y1050229,5.14567646937,-2.53057922372,-0.767676087015,0.145558196489,-0.132637790864,-0.747701224307,1.0,99
