0,1,2,3,4,5,6,7,8,9,10
9.09546354731,4.81534417127,-2.43189402008,-10.1799337026,0.680789320614,-5.34239534209,-12.1332966462,-1.81534602567,-0.574522392271,13.4136348418,33.1204548783
