evaluation_num,kfold_split_num,username,active_num_days,seek_video_sum,video_forward_seek_sum,mt_online_practice_num_day,qz_mean,hw_mean,label_val_predict,label_val_test
1,1,Y1050216,-0.512531922193,-0.55986175781,-0.403779125141,-0.528755569277,-1.07643416167,-0.551002813895,11.0361335375,10
1,1,Y1050227,-0.205252830668,-0.0256379718699,-0.382382425486,-0.528755569277,-0.692742786864,-0.551002813895,18.346126548,10
1,1,Y1050231,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.56126293069,10
1,1,Y1050269,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-0.846219336788,-0.551002813895,12.8657344986,10
1,1,Y1050210,-0.358892376431,-0.636179441516,-0.403779125141,-0.528755569277,-0.385789687016,-0.551002813895,22.3331439077,20
1,1,Y1050215,0.102026260858,-0.483544074104,-0.371684075658,-0.528755569277,-0.500897099459,-0.551002813895,21.8134938596,20
1,1,Y1050246,-0.819811013719,-0.788814808927,-0.403779125141,0.924511271436,-0.692742786864,0.425363891986,22.3741798545,30
1,1,Y1050248,-0.819811013719,-0.712497125222,-0.446572524453,-0.321146020604,-0.347420549535,-0.375239230478,22.8933180438,30
1,1,Y9999988,0.409305352384,0.126997395542,-0.286097277036,-0.528755569277,0.251137995169,-0.551002813895,35.0423444444,33
1,1,Y1050257,-0.512531922193,-0.636179441516,-0.275398927208,-0.528755569277,1.26408322467,-0.551002813895,48.1527444931,40
1,1,Y9999999,0.870223989673,2.11125717189,0.623262458327,-0.528755569277,1.83962028688,-0.551002813895,73.3166113987,73
1,1,Y1050209,2.56025899306,-0.101955655576,-0.179113778758,2.58538766082,1.17967112221,2.43258401461,86.2367790558,85
1,1,Y1050205,0.71658444391,0.966491916305,-0.36098572583,0.716901722763,1.30245236215,2.07344042571,83.9841428928,88
1,2,Y1050239,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.60791470294,10
1,2,Y1050250,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.00470132049,10
1,2,Y1050252,-0.819811013719,-0.636179441516,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.72886087409,10
1,2,Y1050178,-0.973450559482,-0.330908706693,-0.296795626863,-0.528755569277,-0.462527961978,-0.551002813895,19.303166354,20
1,2,Y1050193,-0.205252830668,-0.55986175781,-0.446572524453,-0.528755569277,-0.807850199307,-0.551002813895,15.7925100527,20
1,2,Y1050242,-0.666171467956,-0.254591022987,0.184630115388,-0.528755569277,-0.616004511902,-0.551002813895,17.7539853526,20
1,2,Y1050162,0.562944898147,2.2638925393,1.60751064248,-0.528755569277,-0.040467449687,-0.551002813895,32.8088298985,30
1,2,Y1050199,-0.0516132849047,0.203315079247,0.762341006089,0.924511271436,-0.309051412054,0.840458888039,35.0145332048,30
1,2,Y1050220,0.255665806621,1.42439801854,0.0348532177984,-0.528755569277,-0.385789687016,-0.551002813895,26.0510121916,30
1,2,Y1050191,1.02386353544,2.2638925393,6.96738390621,-0.321146020604,0.0439446527712,-0.40453316093,34.7801709973,40
1,2,Y1050263,-0.0516132849047,-0.178273339281,-0.435874174625,-0.528755569277,0.61180788749,-0.551002813895,38.1494311182,40
1,2,Y9999996,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,1.25640939717,-0.551002813895,44.1175619834,54
1,2,Y9999989,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,1.01852074479,-0.551002813895,42.1158224484,59
1,3,Y1050163,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.18176182055,0
1,3,Y1050272,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.18176182055,0
1,3,Y1050218,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.18176182055,10
1,3,Y1050253,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-0.92295761175,-0.551002813895,12.7751167723,10
1,3,Y1050177,0.562944898147,0.966491916305,0.655357507811,-0.321146020604,-0.631352166894,-0.551002813895,21.6244335712,20
1,3,Y9999994,-0.819811013719,-0.788814808927,-0.414477474969,-0.528755569277,-0.270682274573,-0.551002813895,23.1266937474,20
1,3,Y9999992,0.102026260858,-0.254591022987,-0.403779125141,-0.528755569277,0.0976614452446,-0.551002813895,31.3731791381,38
1,3,Y1050195,1.79206126425,0.890174232599,0.00275816831498,0.0940730767426,0.419962200085,-0.243416542915,43.0119685619,40
1,3,Y1050238,-0.666171467956,-0.712497125222,-0.446572524453,0.301682625416,1.17967112221,0.0641697280646,50.9653468087,40
1,3,Y1050268,1.79206126425,-0.254591022987,-0.286097277036,-0.528755569277,1.25640939717,-0.551002813895,62.7949894877,60
1,3,Y1050173,0.870223989673,0.126997395542,-0.136320379446,-0.113536471931,1.24873556967,-0.316651369222,62.5325523274,70
1,3,Y1050174,2.4066194473,-0.636179441516,-0.403779125141,2.7929972095,1.21804025969,1.76526827635,79.6874105009,80
1,3,Y1050221,1.02386353544,-0.636179441516,-0.382382425486,1.54733991746,1.15664963972,1.98409393771,79.5627985533,80
1,4,Y1050164,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.16126246893,0
1,4,Y1050230,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.16126246893,0
