number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.739685049373,130.337773981,0.544190505086,0.540572969412
2.0,0.736788169468,134.206726717,0.584160579853,0.57750714913
3.0,0.806532382841,81.4453760408,0.805979138555,0.801285085456
4.0,0.816628365218,69.8664324511,0.812842856602,0.806756445435
