username,video_forward_seek_sum,video_backward_seek_avg,qz_mean,watched_time_hour,video_pause_backward_seek_avg,watched_time_weekday,indicator,predict_score,real_score
Y1050201,2.16118349046,0.162563331894,-0.792696324741,-0.919432127335,0.40937282332,0.883357246679,1.0,73.660882038,68.0
Y1050202,1.71990988486,-0.828961909478,-0.234505170526,-0.807514308106,0.388244294734,1.60673157243,1.0,76.2575985428,75.0
Y1050203,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050204,0.66211565148,-0.60088066526,0.318862712203,-0.932393517624,-0.512120188257,-0.267440691032,1.0,80.5873252541,90.0
Y1050205,2.47967731285,-1.08028861578,-0.400919928887,-0.0424146315485,-0.587347102073,-0.42853188451,1.0,84.7316928766,88.0
Y1050206,0.554363130545,-0.908348826574,0.441775305096,-0.386792457935,-0.461660205262,-0.0223330139623,1.0,75.9063166504,70.0
Y1050207,2.38563901247,1.60544810406,3.65999688073,0.842657069611,0.569023485705,-0.544458354217,0.0,46.2280247599,40.0
Y1050208,1.25527004802,0.578117601488,2.14345397579,0.490425718763,-0.0283629577264,0.170385817585,1.0,68.9702963395,70.0
Y1050209,0.183694118691,-0.559475203484,0.438155681529,-1.23506216801,0.128135689381,-0.579704865466,1.0,79.2859800036,85.0
Y1050210,-1.26959278897,-0.0681519348082,-0.0262954126593,0.303145837518,-0.061561228919,0.401629106017,0.0,16.9477859673,20.0
Y1050211,1.55132365484,0.0865829299831,-0.28258490148,1.53246610673,0.556079404361,-0.32667043336,0.0,22.4407408523,40.0
Y1050212,-1.4520575345,0.558863008011,-0.454172040409,0.0590041978004,0.222410283593,0.138707268956,0.0,11.799334418,20.0
Y1050213,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050214,0.950208372713,1.17888726502,-1.0344074498,0.423372645402,-1.25473414986,0.319247537057,0.0,23.0713808722,20.0
Y1050215,-1.0383322398,0.0546452547165,-0.109611613489,-0.117148040715,-0.189103403292,0.527492741069,0.0,21.6987592218,20.0
Y1050216,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050217,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050218,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050219,-0.121032804963,-0.686692625363,0.0487317337045,1.02582552223,0.0434374294837,1.06356005712,0.0,19.6206096303,20.0
Y1050220,0.467480740936,1.15174960395,-0.912608996923,-0.215475069301,-0.185711212256,-0.603461234158,0.0,26.0116583706,30.0
Y1050221,0.162473136648,-1.67555825444,0.839167654516,-0.134094620732,0.164833088095,-1.29695159806,1.0,79.2901231631,80.0
Y1050222,0.427921823463,-0.999281785102,0.445414555948,0.0812588626168,0.0420406640491,0.234564223874,0.0,39.742755844,50.0
Y1050223,0.995182547304,-0.208627521276,-0.418041485987,0.663725353853,0.225274433578,0.660099532005,0.0,26.4810757868,20.0
Y1050224,0.925074693326,-0.569347420776,0.091950112708,-1.19586698733,-0.0274411053913,-1.25641393799,1.0,85.2191440062,68.0
Y1050225,1.46610559805,0.804576296522,-0.113784944343,-0.857538068554,-0.362999912654,-0.729841619871,1.0,75.3850015785,75.0
Y1050226,-0.221684199433,-0.550458935931,0.253253350267,-0.177904237756,0.516987195373,-0.729769617098,0.0,35.3110759662,40.0
Y1050227,0.0928844138884,-0.648899254478,-0.323309183693,1.53239485344,0.539872996458,-0.349150241674,0.0,16.661223181,10.0
Y1050228,1.64773320874,0.854737916535,0.0907175605595,-0.825390295031,0.39829807429,0.0146226147453,1.0,71.9376118031,66.0
Y1050229,2.25946479643,-0.651786506342,-0.451265385464,-1.5113460352,0.886329306819,-0.9748227352,1.0,91.5099997881,99.0
Y1050230,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,0.0
Y1050231,-1.57271903156,0.0951833723393,-0.101787646075,0.546780339249,0.263638383247,-0.130136393207,0.0,11.4470585036,10.0
Y1050232,-0.559452971573,0.821729217031,-0.992980065367,-0.122356593015,0.678432474713,0.1297776821,0.0,13.9919201454,10.0
Y1050233,-1.49232678891,0.12981202899,-0.174378519254,0.471958638404,0.366683204037,-0.10942917802,0.0,11.7535751658,10.0
Y1050234,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050235,-1.50847957681,0.122918854332,-0.15984803919,0.486879968165,0.346100018373,-0.113694300078,0.0,11.6923377032,10.0
Y1050236,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,20.0
Y1050237,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,0.0
Y1050238,-0.502445554867,-0.961269118833,0.765505722341,-1.07434177764,-0.689647213692,-0.580255586857,0.0,51.4292493357,40.0
Y1050239,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050240,-1.5726094513,0.0951353820452,-0.101805784943,0.546843738915,0.263600384353,-0.129954083647,0.0,11.446961408,10.0
Y1050241,1.60691617573,0.124147688909,-0.263925022821,1.2048544921,-0.457798081514,1.02024510212,0.0,25.3173289632,20.0
Y1050242,-0.463849237732,0.52285178015,0.222583463607,0.00812751666182,-0.160457295179,0.204856937351,0.0,24.1523768606,20.0
Y1050243,-1.51724746861,0.105807873744,-0.140611633177,0.518207375737,0.309863763688,-0.0943689091309,0.0,11.5867817422,10.0
Y1050244,-1.38175438455,0.227471672714,-0.26931798071,0.530474658165,0.185318553051,-0.184656561053,0.0,11.7421811547,10.0
Y1050245,-1.3894639018,0.240565655434,-0.257716060857,0.525059809409,0.191263366687,-0.203590759221,0.0,11.7568029434,10.0
Y1050246,-1.20486184783,0.0427586967388,-0.0237037908048,0.297847879923,-0.0933089617052,-0.28393810314,0.0,19.0877396974,30.0
Y1050247,-1.08409856911,0.0511216585746,-0.244840731761,-0.00931927336531,0.536892280699,-0.096253872612,0.0,19.0206598009,30.0
Y1050248,-1.41001995993,-0.0802765207661,0.0379116706791,0.304280953433,0.130079291701,-0.170758591851,0.0,17.4891376103,30.0
Y1050249,-1.34494729706,-0.160878067046,0.110455646995,0.173613977029,0.0689440399024,-0.218149657213,0.0,20.5245995956,30.0
Y1050250,-1.57310786423,0.0953536602655,-0.101723282434,0.546555372975,0.263773217863,-0.130783297286,0.0,11.4474030361,10.0
Y1050251,-1.56945667628,0.0937546351104,-0.102327665166,0.548667834726,0.26250710377,-0.124708786201,0.0,11.4441678323,0.0
Y1050252,-1.46798807929,0.192220097975,-0.198135471586,0.580834625561,0.123002088147,-0.207498222118,0.0,11.4990192197,10.0
Y1050253,-1.51536504449,0.125934321127,-0.158708284723,0.48289625456,0.34848767625,-0.125149708652,0.0,11.6984387014,10.0
Y1050254,-1.51074437548,0.156928440341,-0.0983973803861,0.569530544111,0.218721537573,-0.139521148391,0.0,11.4739730381,20.0
Y1050255,0.638440719145,-0.249963873799,-0.425881963469,-0.363588004133,0.35927501131,-0.0597100127283,0.0,36.3907676286,40.0
Y1050256,-1.59820869759,0.0302307956735,0.254443582392,-0.674513633656,-0.37620723267,-0.0434921516527,0.0,27.8496623806,30.0
Y1050257,-0.213683921955,-0.741021407285,0.786496801569,-1.1643178954,-0.737264254041,-0.660400393589,0.0,53.5290003802,40.0
Y1050258,-1.27033299339,0.38162339481,-0.334421591145,0.575098428348,0.0157368208451,-0.313921858249,0.0,11.7998915926,10.0
Y1050259,0.989204779075,-1.02932258517,1.02855287194,-0.497009072482,-0.0649129862074,-0.485708142469,1.0,83.909374642,80.0
Y1050260,2.50123125557,-0.674575830871,-0.690561472419,0.783105952298,-0.276692199288,-0.899948679114,0.0,44.4025747456,50.0
Y1050261,-1.24863904154,-0.365141900004,0.583996158578,-1.25493290669,-0.676777915659,-0.185696646126,1.0,70.4130003187,82.0
Y1050262,1.37018642298,-2.18502195811,0.722485265134,0.176192779551,0.506104175064,-0.999926188893,0.0,56.7305733442,50.0
Y1050263,1.16439466661,1.13482988175,-1.81832474131,-2.57890625962,1.29974306254,-0.430450083814,0.0,44.5352711795,40.0
Y1050264,0.411470975889,-1.16164721474,0.352844696453,-0.75414404349,0.0867789137363,-0.544963102042,0.0,50.9886623116,40.0
Y1050265,-0.961014998554,-0.0631861835397,0.425645398572,0.262602128501,0.0653022448186,-0.433166069013,0.0,24.0295039629,20.0
Y1050266,1.41768478519,-1.88640330928,0.613203950872,0.125380666575,0.125656938016,0.243863838091,0.0,52.5006155578,40.0
Y1050267,-0.090159132861,-0.135764731515,-0.0461201619704,-0.416933532283,-0.439022116241,0.427543049695,0.0,34.2319379335,30.0
Y1050268,0.303201974383,-0.657850868481,0.317172541447,-0.889325845478,-0.346976754492,0.246870639261,1.0,75.7038282341,60.0
Y1050269,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,10.0
Y1050270,-0.305945915805,-0.892674805577,0.157740894661,0.74730225889,0.298104813208,-0.238948177631,0.0,26.2540806031,40.0
Y1050271,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,0.0
Y1050272,-2.02671343726,0.514881196826,-0.149524091643,0.0369680558682,-0.0077657502968,0.130823035121,0.0,10.5985582741,0.0
Y1050273,-1.52303242743,-0.0547955905362,0.325315104188,-0.799334982758,-0.440846089259,-0.0740737633826,0.0,30.8761718745,40.0
Y9999986,2.95190963301,0.0639283218363,-1.15665368156,0.787050425472,-0.795865404325,-1.02387577847,0.0,42.7874573509,58.0
Y9999987,-1.30126243066,-0.305623429644,0.53438609331,-1.1675579623,-0.631530716037,-0.16428951791,0.0,39.8043748739,27.0
Y9999988,1.52752559535,-1.9538972944,0.155410803235,2.04199102563,0.84439795583,-0.046172942683,0.0,30.3648599616,33.0
Y9999989,0.694542701137,-1.84229702234,0.572678612113,0.72858818115,-0.0371072910533,0.107326872095,0.0,41.7882657271,59.0
Y9999990,1.28939583688,-1.16088405175,0.47368307791,-0.535403352806,-0.550022553952,0.640395970165,1.0,82.5966473888,63.0
Y9999991,-0.209269051186,-1.10211862454,0.642831194783,-0.164875451895,-0.0853230960272,-0.57666255452,0.0,42.4109581087,36.0
Y9999992,1.29664080165,-1.25805693293,-0.341553047923,1.24234386697,0.171687665227,1.30114672263,0.0,27.9650580378,38.0
Y9999993,2.24563423406,0.0491975019274,0.393100018093,-0.456265158952,-0.254734684504,-0.560670175785,0.0,54.811844526,49.0
Y9999994,0.248082599379,-1.22168859166,0.20493298886,1.15284253308,0.105512534236,0.267870383347,0.0,27.4883619088,20.0
Y9999995,1.4747950163,-1.96709556343,0.897867035568,0.739921643136,0.153906256939,-0.100702235347,0.0,49.6442879314,57.0
Y9999996,-1.14715107688,-0.47992752133,0.679672712955,-1.42344172789,-0.764040372011,-0.22698182194,0.0,46.0087193348,54.0
Y9999997,1.05077196499,-1.40955071291,0.511859655484,-0.475612873066,-0.422834084954,0.82562388323,0.0,52.5246265911,58.0
Y9999998,-0.091504334819,0.879270586201,1.73876720608,-0.43251399386,-0.0914360255843,-0.00536122536916,0.0,37.0655756449,49.0
Y9999999,2.19020472509,-1.22187905538,0.710192482463,-0.483183357549,-0.528444364028,1.60986127274,1.0,86.8677447348,73.0
