username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050254,0.6,338.0,338.0,0.4,44.6,44.6,0.6,15.6,15.6,0.0,0.0,0.0,2.0,0.8,1.2,0.25,1.6647191890000002,1.8,1.0,0.25,1.6,0.45,0.4,0.15,6.2,1.55,1.2,0.3,2.2,0.7,0.0,0.0,0.0,0.0,8.4,2.25,1.2,0.3,9.6,2.55,3.6,1.1,0.4,0.15,11.6,3.15,25.2,6.95,2.0,0.8,4.0,1.2,1.6666666669999999,30.6,0,20
Y1050255,2.2,163.3833333,490.4,1.2,39.5,52.2,2.0,14.78333333,35.8,0.0,0.0,0.0,5.6,4.4,1.2,0.662857143,5.615884492,2.0,2.6,0.43746031700000004,5.2,0.7514285709999999,1.4,0.176507936,11.4,1.475555556,6.6,0.9304761909999999,5.8,0.92984127,2.6,0.513333333,0.6,0.070793651,17.2,2.405396825,9.8,1.514603175,27.0,3.92,13.0,2.115238095,1.4,0.176507936,32.6,4.72,74.0,10.93174603,4.6,2.0,1.4,2.8,3.511333333,67.8,0,40
Y1050256,0.6,432.8,432.8,0.4,57.2,57.2,0.6,5.6,5.6,0.0,0.0,0.0,0.6,0.2,0.4,0.2,1.1171005790000001,1.2,0.4,0.3,0.6,0.4,0.2,0.2,0.6,0.6,0.6,0.4,0.6,0.3,0.0,0.0,0.2,0.2,1.2,0.9,0.8,0.6,2.0,1.5,1.0,0.6,0.2,0.2,2.6,1.9,5.8,4.2,2.0,1.2,1.0,1.2,0.75,49.8,0,30
Y1050257,1.0,122.6,155.0,0.6,12.8,12.8,0.6,20.8,20.8,0.0,0.0,0.0,1.6,0.4,1.2,0.15,1.644532175,1.8,1.0,0.35,1.6,0.6,0.0,0.0,6.0,2.2,4.4,1.95,3.6,1.3,0.6,0.25,0.0,0.0,9.6,3.5,5.0,2.2,14.6,5.7,5.6,2.1,0.0,0.0,16.2,6.3,36.4,14.1,0.4,0.4,0.2,0.4,0.2,78.0,0,40
Y1050258,0.6,230.6,230.6,0.4,22.8,22.8,0.6,18.2,18.2,0.0,0.0,0.0,2.4,1.0,1.4,0.2,1.7970115309999999,1.8,1.6,0.46666666700000003,2.2,0.5,0.4,0.1,1.8,0.38333333299999994,7.6,1.8833333330000002,1.6,0.38333333299999994,1.0,0.233333333,0.0,0.0,3.4,0.7666666670000001,8.6,2.116666667,12.0,2.883333333,4.2,0.966666667,0.4,0.1,14.4,3.483333333,31.0,7.433333332999999,0.4,0.4,0.2,0.4,0.333333333,13.0,0,10
Y1050259,1.6,479.13333330000006,937.8,1.4,60.56666667,98.6,1.4,48.86666667,73.2,0.0,0.0,0.0,12.0,11.4,0.6,0.75,4.586552439,4.2,6.6,0.44949832799999995,11.6,0.774637681,1.6,0.084225195,16.8,1.261315496,10.2,0.7386845040000001,24.8,1.7122073580000001,7.0,0.45195094799999996,0.2,0.008695652,41.6,2.9735228539999996,17.4,1.199331104,59.0,4.172853958,42.0,2.855295429,1.6,0.084225195,71.0,4.972853958,173.6,12.08522854,4.6,3.2,3.8,3.8,6.774666667000001,92.0,1,80
Y1050260,1.6,852.2,1012.2,1.4,62.7,76.2,1.6,63.8,82.0,0.0,0.0,0.0,11.2,9.0,2.2,0.7222222220000001,7.240681249,5.0,7.8,0.756944444,10.4,0.940277778,1.8,0.11805555599999999,4.4,0.293055556,19.2,2.226388889,29.2,3.244444445,9.2,0.805555555,0.4,0.023611111,33.6,3.5375,28.8,3.0555555560000003,62.4,6.593055555,46.2,4.802777778,1.8,0.11805555599999999,73.6,7.593055555,184.0,19.10694444,0.0,0.0,0.0,0.0,0.0,71.2,0,50
Y1050261,5.8,144.9947619,818.2,2.8,36.11333333,101.6,0.2,3.4,3.4,0.0,0.0,0.0,0.6,0.4,0.2,0.133333333,2.3814736340000002,0.8,0.2,0.066666667,0.6,0.2,0.0,0.0,1.0,0.333333333,0.0,0.0,1.8,0.6,0.0,0.0,0.0,0.0,2.8,0.933333333,0.0,0.0,2.8,0.933333333,2.4,0.8,0.0,0.0,3.4,1.133333333,8.6,2.8666666660000004,2.8,2.8,1.0,2.8,6.644666667,79.4,1,82
Y1050262,2.0,129.11666670000002,255.4,1.2,13.33333333,22.0,1.4,8.2,12.2,0.0,0.0,0.0,3.8,2.0,1.8,0.594444444,5.343289926000001,3.0,2.2,0.505555556,3.0,0.911111111,0.4,0.072222222,3.2,0.85,0.4,0.072222222,2.4,0.7333333329999999,0.2,0.2,0.0,0.0,5.6,1.5833333330000001,0.6,0.272222222,6.2,1.8555555559999999,4.8,1.55,0.4,0.072222222,10.0,2.855555556,21.4,6.333333333,1.0,1.0,0.4,1.0,1.4,92.0,0,50
Y1050263,2.2,249.6,543.6,0.8,15.46666667,24.8,0.6,44.6,48.8,0.0,0.0,0.0,4.4,4.0,0.4,0.36666666700000006,0.815757242,0.4,3.0,0.28,4.4,0.4,0.8,0.07,0.6,0.053333333,9.2,0.903333333,18.8,1.8433333330000001,14.2,1.3866666669999999,0.0,0.0,19.4,1.8966666669999999,23.4,2.29,42.8,4.186666667,35.6,3.476666667,0.8,0.07,47.2,4.586666667,126.4,12.32,0.0,0.0,0.0,0.0,0.0,66.0,0,40
Y1050264,2.8,211.08333330000002,649.2,2.0,38.08333333,71.0,2.0,19.01666667,38.6,0.0,0.0,0.0,10.4,9.4,1.0,0.724955437,7.854299137000001,3.2,1.4,0.11631016,9.6,0.741622103,2.8,0.221301248,0.2,0.016666667,1.4,0.127272727,17.6,1.37486631,4.0,0.34812834200000004,0.4,0.034848485,17.8,1.3915329769999998,5.8,0.5102495539999999,23.6,1.9017825309999998,29.0,2.29144385,2.8,0.221301248,34.0,2.701782531,89.4,7.11631016,0.2,0.2,0.2,0.2,0.5,86.2,0,40
Y1050265,0.8,282.1,324.0,0.8,23.2,25.2,0.8,23.8,27.4,0.0,0.0,0.0,5.8,5.4,0.4,0.566666667,3.036094978,3.0,2.6,0.272727273,5.0,0.515151515,1.6,0.18939393899999998,6.6,1.05,2.8,0.292424242,8.2,0.8681818179999999,1.6,0.139393939,1.0,0.13636363599999998,14.8,1.918181818,5.4,0.568181818,20.2,2.486363636,14.4,1.4878787880000002,1.8,0.222727273,26.0,3.086363636,62.4,7.283333333,0.0,0.0,0.0,0.0,0.0,48.0,0,20
Y1050266,2.2,281.8833333,646.6,2.0,25.95,53.0,2.0,34.2,75.6,0.0,0.0,0.0,8.6,8.0,0.6,0.935064935,11.17230669,3.0,2.6,0.243506494,8.0,0.9365800870000001,2.6,0.243506494,5.2,0.558441559,6.2,0.528571429,45.8,5.743290044,5.8,0.5281385279999999,1.0,0.084848485,51.0,6.301731602,13.0,1.141558441,64.0,7.443290043999999,58.6,7.112770563,2.6,0.243506494,72.6,8.443290044,197.8,23.24285714,1.2,0.8,0.6,0.8,0.8666666670000001,87.2,0,40
Y1050267,2.8,246.81666669999998,775.6,2.6,25.37,76.8,2.6,12.11,41.6,0.0,0.0,0.0,9.4,6.8,2.6,0.608461538,6.11813959,0.8,5.8,0.454322344,7.8,0.655421245,1.8,0.161245421,5.0,0.42223443200000005,8.6,0.67007326,12.6,0.961758242,3.8,0.296263736,0.0,0.0,17.6,1.3839926740000001,12.4,0.9663369959999999,30.0,2.35032967,21.0,1.66,1.8,0.161245421,39.4,3.15032967,92.2,7.321904761,1.4,1.0,0.4,1.4,1.9333333330000002,61.4,0,30
Y1050268,4.6,141.9833333,669.6,2.8,19.33333333,63.4,2.8,9.143333334,31.8,1.8,1.266666667,2.8,9.4,5.6,3.8,0.475213675,3.21058824,1.0,2.2,0.192307692,9.0,0.7692307690000001,1.6,0.132478633,3.0,0.241025641,3.2,0.274358974,6.2,0.509401709,3.6,0.311965812,0.4,0.032051282,9.2,0.75042735,7.2,0.618376068,16.4,1.368803419,17.0,1.429059829,1.8,0.147863248,25.8,2.168803419,61.0,5.114529913999999,0.0,0.0,0.0,0.0,0.0,84.8,1,60
Y1050270,1.6,176.3666667,389.4,1.2,24.96666667,41.0,1.4,10.46666667,23.8,0.0,0.0,0.0,5.8,3.4,2.4,0.35333333299999997,5.343183875,2.8,3.0,0.311111111,4.8,0.5,0.6,0.062222222,0.6,0.064444444,1.6,0.171111111,8.8,0.931111111,2.8,0.302222222,0.0,0.0,9.4,0.9955555559999999,4.4,0.47333333299999997,13.8,1.468888889,14.8,1.564444444,0.6,0.062222222,19.6,2.068888889,48.8,5.164444444,3.2,2.0,2.4,2.0,5.288666667,57.4,0,40
Y1050273,0.8,70.8,83.4,0.2,3.0,3.0,0.4,3.8,3.8,0.0,0.0,0.0,1.0,0.2,0.8,0.05,1.0413058590000002,0.8,0.6,0.3,1.0,0.4,0.0,0.0,1.4,1.1,0.4,0.1,0.2,0.2,0.2,0.2,0.0,0.0,1.6,1.3,0.6,0.3,2.2,1.6,1.2,0.6,0.0,0.0,3.2,2.0,6.6,4.2,2.8,2.0,0.8,2.6,5.15,42.8,0,40
Y9999986,3.0,341.1833333,906.6,2.6,28.33333333,65.4,2.6,45.28333333,113.2,0.0,0.0,0.0,10.4,8.4,2.0,0.789377289,9.67950659,3.2,7.0,0.65503663,10.2,0.9833333329999999,1.8,0.155494506,15.0,1.332875458,34.8,3.313003663,36.4,3.2485347989999998,12.6,1.135622711,0.4,0.033333333,51.4,4.581410256,47.8,4.481959707,99.2,9.063369963,57.4,5.2119963369999995,1.8,0.155494506,109.6,10.06336996,268.0,24.49423077,0.6,0.4,0.4,0.4,0.8,68.6,0,58
Y9999988,2.0,204.7833333,310.4,0.6,9.6,9.6,1.0,21.9,24.4,0.0,0.0,0.0,6.6,4.2,2.4,0.5135353539999999,8.687438031000001,4.2,2.6,0.304646464,6.0,0.7436363640000001,0.4,0.038181818,3.0,0.34323232299999995,2.4,0.24606060600000002,4.6,0.605454545,2.4,0.304444444,0.0,0.0,7.6,0.9486868690000001,4.8,0.550505051,12.4,1.499191919,12.0,1.554545455,0.4,0.038181818,19.0,2.299191919,43.8,5.391111111,0.0,0.0,0.0,0.0,0.0,47.6,0,33
Y9999989,0.8,303.7,366.2,0.6,52.8,52.8,0.8,5.8,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.6,7.831638174,3.0,0.0,0.0,3.0,0.45,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.025,0.0,0.0,0.0,0.0,0.2,0.025,0.2,0.025,3.2,0.475,1.0,0.15,4.2,0.625,8.6,1.275,0.0,0.0,0.0,0.0,0.0,76.6,0,59
Y9999990,4.4,178.38666669999998,789.4,3.4,20.27,68.0,3.4,28.73,88.0,0.0,0.0,0.0,11.2,10.4,0.8,0.8833333329999999,10.95649781,1.8,4.6,0.44227395399999997,11.0,0.975,1.6,0.181578947,7.0,0.575573549,5.2,0.484480432,53.4,4.850607288,6.6,0.51194332,0.2,0.010526316,60.4,5.426180837,12.0,1.006950067,72.4,6.4331309039999995,69.6,6.1664979760000005,1.6,0.181578947,83.6,7.433130905,227.2,20.21433873,0.0,0.0,0.0,0.0,0.0,89.0,1,63
Y9999991,0.8,310.0,377.2,0.6,38.9,45.0,0.4,38.4,38.4,0.0,0.0,0.0,4.6,3.8,0.8,0.35,3.849748832,2.6,3.0,0.219642857,4.0,0.314285714,0.8,0.11428571400000001,25.4,1.7,0.8,0.066071429,4.0,0.330357143,0.4,0.041071429,0.2,0.028571429,29.4,2.0303571430000003,1.4,0.135714286,30.8,2.166071429,8.2,0.673214286,0.8,0.11428571400000001,35.4,2.566071429,75.2,5.519642857000001,0.0,0.0,0.0,0.0,0.0,67.6,0,36
Y9999992,2.2,330.15,582.2,2.2,35.0,61.2,2.2,20.01666667,34.8,0.0,0.0,0.0,11.0,10.4,0.6,0.938888889,13.83118827,3.4,2.0,0.18764957300000001,9.6,0.89284188,2.8,0.247371795,1.4,0.133333333,3.2,0.278675214,11.2,1.003482906,3.6,0.364978633,0.4,0.025,12.6,1.136816239,7.2,0.668653846,19.8,1.805470085,23.2,2.133589744,3.0,0.259871795,30.8,2.805470085,76.8,7.004401709,0.0,0.0,0.0,0.0,0.0,52.6,0,38
Y9999993,1.4,520.65,849.4,1.0,35.66666667,44.2,1.4,97.25,149.4,0.0,0.0,0.0,12.2,11.0,1.2,0.549275362,4.237976645,2.8,8.8,0.449482402,12.2,0.6,1.0,0.053933747000000004,32.4,1.742546584,29.8,1.5258281569999999,49.2,2.555124224,11.8,0.6228260870000001,0.4,0.022981366,81.6,4.297670808,42.0,2.171635611,123.6,6.469306417,71.2,3.6823498960000003,1.0,0.053933747000000004,135.8,7.069306417000001,331.6,17.27489648,0.4,0.4,0.2,0.4,0.0,75.6,0,49
Y9999994,0.4,62.4,62.4,0.2,1.0,1.0,0.4,4.4,4.4,0.0,0.0,0.0,2.4,0.4,2.0,0.2,4.771190717,1.6,0.2,0.02,2.0,0.28,0.2,0.1,0.6,0.06,0.8,0.08,0.2,0.02,0.0,0.0,0.0,0.0,0.8,0.08,0.8,0.08,1.6,0.16,2.2,0.3,0.2,0.1,4.0,0.56,8.0,1.12,0.0,0.0,0.0,0.0,0.0,32.0,0,20
Y9999995,1.4,155.4,221.8,0.8,12.8,14.0,1.0,21.0,25.8,0.0,0.0,0.0,5.6,2.6,3.0,0.46031746,8.294305442,5.0,3.4,0.485714286,5.0,0.726984127,0.6,0.117460317,9.2,1.142857143,1.2,0.26666666699999997,2.6,0.384126984,1.8,0.212698413,0.0,0.0,11.8,1.526984127,3.0,0.47936507899999997,14.8,2.006349206,7.4,1.050793651,0.6,0.117460317,20.4,2.806349206,43.2,5.980952381,0.0,0.0,0.0,0.0,0.0,78.8,0,57
Y9999997,1.8,198.55,482.6,1.4,27.25,61.0,1.4,8.65,21.4,0.0,0.0,0.0,7.8,7.0,0.8,0.676923077,8.430552249,1.6,2.2,0.17692307699999998,6.6,0.7393162390000001,1.8,0.083760684,2.6,0.1,2.6,0.1,2.0,0.16923076899999998,1.6,0.182905983,0.6,0.023076923,4.6,0.269230769,4.8,0.305982906,9.4,0.575213675,9.6,0.976068376,1.8,0.083760684,17.2,1.375213675,38.0,3.01025641,0.0,0.0,0.0,0.0,0.0,84.6,0,58
Y9999998,1.8,190.4666667,361.4,0.8,5.9,9.6,1.6,49.86666667,82.8,0.0,0.0,0.0,11.2,8.2,3.0,0.574603175,6.546329436000001,2.8,6.4,0.47698412700000004,8.0,0.5825396829999999,1.2,0.069047619,53.8,4.027777778,4.0,0.292063492,5.0,0.34682539700000004,2.0,0.147619047,0.0,0.0,58.8,4.374603175,6.0,0.43968254,64.8,4.8142857139999995,13.0,0.921428571,1.2,0.069047619,76.0,5.614285714,155.0,11.41904762,0.0,0.0,0.0,0.0,0.0,61.8,0,49
Y9999999,2.6,436.78,796.8,0.6,40.4,40.4,2.2,75.1,125.4,0.0,0.0,0.0,14.6,10.0,4.6,0.557878788,12.39331967,2.4,7.8,0.41257575799999996,13.2,0.708484848,1.8,0.102272727,20.0,1.026515151,8.6,0.450454545,55.2,2.924545455,8.4,0.447727273,0.4,0.016666667,75.2,3.9510606060000004,17.4,0.914848485,92.6,4.865909091,74.0,3.92939394,2.0,0.11060606099999999,107.2,5.6659090910000005,275.8,14.57181818,0.0,0.0,0.0,0.0,0.0,99.0,0,73
